FeatureCode,DateCode,Measurement,Units,Value,Cancer Type,Gender
S12000005,2011,Count,Cases,57,Lung Cancer,All
S12000005,2007,Count,Cases,36,Lung Cancer,All
S12000005,2014,Count,Cases,36,Prostate Cancer,Male
S12000005,2008,Count,Cases,50,Colorectal Cancer,All
S12000005,2000,Count,Cases,99,Malignant Neoplasms,Female
S12000005,2000,Count,Cases,25,Colorectal Cancer,All
S12000005,2004,Count,Cases,52,Breast Cancer,Female
S12000005,1997,Count,Cases,26,Colorectal Cancer,All
S12000005,2012,Count,Cases,120,Malignant Neoplasms,Male
S12000005,2006,Count,Cases,31,Breast Cancer,Female
S12000005,2007,Count,Cases,67,Breast Cancer,Female
S12000005,1998,Count,Cases,15,Prostate Cancer,Male
S12000005,1997,Count,Cases,32,Breast Cancer,Female
S12000005,2011,Count,Cases,139,Malignant Neoplasms,Male
S12000005,2008,Count,Cases,42,Lung Cancer,All
S12000005,2008,Count,Cases,26,Breast Cancer,Female
S12000005,2013,Count,Cases,305,Malignant Neoplasms,All
S12000005,2004,Count,Cases,43,Lung Cancer,All
S12000005,2014,Count,Cases,345,Malignant Neoplasms,All
S12000005,2017,Count,Cases,53,Breast Cancer,Female
S12000005,2001,Count,Cases,42,Lung Cancer,All
S12000005,2011,Count,Cases,279,Malignant Neoplasms,All
S12000005,2003,Count,Cases,47,Lung Cancer,All
S12000005,2005,Count,Cases,29,Breast Cancer,Female
S12000005,2017,Count,Cases,50,Prostate Cancer,Male
S12000005,2012,Count,Cases,283,Malignant Neoplasms,All
S12000005,2010,Count,Cases,306,Malignant Neoplasms,All
S12000005,2001,Count,Cases,34,Colorectal Cancer,All
S12000005,2010,Count,Cases,142,Malignant Neoplasms,Male
S12000005,2012,Count,Cases,45,Breast Cancer,Female
S12000005,2002,Count,Cases,25,Colorectal Cancer,All
S12000005,1999,Count,Cases,37,Lung Cancer,All
S12000005,2011,Count,Cases,140,Malignant Neoplasms,Female
S12000005,2012,Count,Cases,22,Prostate Cancer,Male
S12000005,1999,Count,Cases,30,Prostate Cancer,Male
S12000005,2002,Count,Cases,30,Breast Cancer,Female
S12000005,1997,Count,Cases,22,Prostate Cancer,Male
S12000005,2008,Count,Cases,31,Prostate Cancer,Male
S12000005,1999,Count,Cases,244,Malignant Neoplasms,All
S12000005,1997,Count,Cases,224,Malignant Neoplasms,All
S12000005,1998,Count,Cases,226,Malignant Neoplasms,All
S12000005,2014,Count,Cases,165,Malignant Neoplasms,Male
S12000005,2010,Count,Cases,68,Breast Cancer,Female
S12000005,1998,Count,Cases,32,Lung Cancer,All
S12000005,2013,Count,Cases,70,Breast Cancer,Female
S12000005,1997,Count,Cases,26,Lung Cancer,All
S12000005,2013,Count,Cases,123,Malignant Neoplasms,Male
S12000005,2004,Count,Cases,39,Colorectal Cancer,All
S12000005,2004,Count,Cases,125,Malignant Neoplasms,Male
S12000005,2003,Count,Cases,129,Malignant Neoplasms,Male
S12000005,2003,Count,Cases,122,Malignant Neoplasms,Female
S12000005,2001,Count,Cases,131,Malignant Neoplasms,Male
S12000005,2015,Count,Cases,148,Malignant Neoplasms,Female
S12000005,2002,Count,Cases,107,Malignant Neoplasms,Male
S12000005,1999,Count,Cases,124,Malignant Neoplasms,Male
S12000005,2015,Count,Cases,284,Malignant Neoplasms,All
S12000005,2012,Count,Cases,48,Colorectal Cancer,All
S12000005,2015,Count,Cases,26,Prostate Cancer,Male
S12000005,2017,Count,Cases,35,Colorectal Cancer,All
S12000005,2011,Count,Cases,41,Colorectal Cancer,All
S12000005,2012,Count,Cases,47,Lung Cancer,All
S12000005,2006,Count,Cases,123,Malignant Neoplasms,Female
S12000005,2006,Count,Cases,141,Malignant Neoplasms,Male
S12000005,2009,Count,Cases,143,Malignant Neoplasms,Male
S12000005,2008,Count,Cases,160,Malignant Neoplasms,Male
S12000005,2004,Count,Cases,141,Malignant Neoplasms,Female
S12000005,1998,Count,Cases,99,Malignant Neoplasms,Male
S12000005,2009,Count,Cases,111,Malignant Neoplasms,Female
S12000005,2005,Count,Cases,124,Malignant Neoplasms,Female
S12000005,2007,Count,Cases,117,Malignant Neoplasms,Male
S12000005,2007,Count,Cases,147,Malignant Neoplasms,Female
S12000005,2007,Count,Cases,264,Malignant Neoplasms,All
S12000005,2007,Count,Cases,27,Prostate Cancer,Male
S12000005,2009,Count,Cases,254,Malignant Neoplasms,All
S12000005,2003,Count,Cases,251,Malignant Neoplasms,All
S12000005,2017,Count,Cases,183,Malignant Neoplasms,Female
S12000005,2005,Count,Cases,34,Prostate Cancer,Male
S12000005,2004,Count,Cases,26,Prostate Cancer,Male
S12000005,2010,Count,Cases,37,Colorectal Cancer,All
S12000005,2013,Count,Cases,46,Lung Cancer,All
S12000005,2002,Count,Cases,241,Malignant Neoplasms,All
S12000005,2000,Count,Cases,226,Malignant Neoplasms,All
S12000005,2014,Count,Cases,38,Colorectal Cancer,All
S12000005,2005,Count,Cases,256,Malignant Neoplasms,All
S12000005,2008,Count,Cases,266,Malignant Neoplasms,All
S12000005,2013,Count,Cases,26,Colorectal Cancer,All
S12000005,2006,Count,Cases,264,Malignant Neoplasms,All
S12000005,2009,Count,Cases,26,Prostate Cancer,Male
S12000005,2006,Count,Cases,36,Prostate Cancer,Male
S12000005,2001,Count,Cases,252,Malignant Neoplasms,All
S12000005,2001,Count,Cases,31,Prostate Cancer,Male
S12000005,2016,Count,Cases,149,Malignant Neoplasms,Male
S12000005,2000,Count,Cases,127,Malignant Neoplasms,Male
S12000005,2004,Count,Cases,266,Malignant Neoplasms,All
S12000005,1998,Count,Cases,44,Breast Cancer,Female
S12000005,2011,Count,Cases,39,Breast Cancer,Female
S12000005,2015,Count,Cases,136,Malignant Neoplasms,Male
S12000005,2009,Count,Cases,42,Lung Cancer,All
S12000005,1997,Count,Cases,117,Malignant Neoplasms,Female
S12000005,2001,Count,Cases,121,Malignant Neoplasms,Female
S12000005,2005,Count,Cases,44,Lung Cancer,All
S12000005,2000,Count,Cases,25,Breast Cancer,Female
S12000005,2011,Count,Cases,23,Prostate Cancer,Male
S12000005,2003,Count,Cases,37,Breast Cancer,Female
S12000005,2002,Count,Cases,39,Lung Cancer,All
S12000005,1999,Count,Cases,120,Malignant Neoplasms,Female
S12000005,2014,Count,Cases,180,Malignant Neoplasms,Female
S12000005,2002,Count,Cases,134,Malignant Neoplasms,Female
S12000005,2016,Count,Cases,34,Colorectal Cancer,All
S12000005,2015,Count,Cases,45,Lung Cancer,All
S12000005,2002,Count,Cases,28,Prostate Cancer,Male
S12000005,2001,Count,Cases,49,Breast Cancer,Female
S12000005,2008,Count,Cases,106,Malignant Neoplasms,Female
S12000005,2005,Count,Cases,132,Malignant Neoplasms,Male
S12000005,2010,Count,Cases,32,Prostate Cancer,Male
S12000005,1997,Count,Cases,107,Malignant Neoplasms,Male
S12000005,2017,Count,Cases,352,Malignant Neoplasms,All
S12000006,1998,Count,Cases,437,Malignant Neoplasms,Female
S12000006,2005,Count,Cases,168,Lung Cancer,All
S12000006,1999,Count,Cases,116,Lung Cancer,All
S12000006,2008,Count,Cases,100,Prostate Cancer,Male
S12000006,2010,Count,Cases,493,Malignant Neoplasms,Female
S12000006,1998,Count,Cases,142,Lung Cancer,All
S12000006,2008,Count,Cases,135,Lung Cancer,All
S12000006,2002,Count,Cases,138,Lung Cancer,All
S12000006,2001,Count,Cases,113,Lung Cancer,All
S12000006,2009,Count,Cases,123,Prostate Cancer,Male
S12000006,2017,Count,Cases,120,Colorectal Cancer,All
S12000006,2004,Count,Cases,134,Breast Cancer,Female
S12000006,2007,Count,Cases,163,Lung Cancer,All
S12000006,2009,Count,Cases,158,Lung Cancer,All
S12000006,1997,Count,Cases,48,Prostate Cancer,Male
S12000006,2016,Count,Cases,126,Breast Cancer,Female
S12000006,2011,Count,Cases,156,Colorectal Cancer,All
S12000006,2001,Count,Cases,98,Colorectal Cancer,All
S12000006,2010,Count,Cases,177,Colorectal Cancer,All
S12000006,2015,Count,Cases,148,Lung Cancer,All
S12000006,2000,Count,Cases,109,Colorectal Cancer,All
S12000006,2012,Count,Cases,136,Colorectal Cancer,All
S12000006,1999,Count,Cases,71,Prostate Cancer,Male
S12000006,1999,Count,Cases,399,Malignant Neoplasms,Female
S12000006,2005,Count,Cases,122,Colorectal Cancer,All
S12000006,2004,Count,Cases,135,Colorectal Cancer,All
S12000006,1997,Count,Cases,414,Malignant Neoplasms,Female
S12000006,2015,Count,Cases,116,Colorectal Cancer,All
S12000006,2010,Count,Cases,103,Prostate Cancer,Male
S12000006,2001,Count,Cases,413,Malignant Neoplasms,Female
S12000006,2013,Count,Cases,513,Malignant Neoplasms,Male
S12000006,2002,Count,Cases,440,Malignant Neoplasms,Female
S12000006,2016,Count,Cases,119,Colorectal Cancer,All
S12000006,1998,Count,Cases,74,Prostate Cancer,Male
S12000006,2014,Count,Cases,585,Malignant Neoplasms,Male
S12000006,2008,Count,Cases,128,Colorectal Cancer,All
S12000006,2014,Count,Cases,136,Colorectal Cancer,All
S12000006,2007,Count,Cases,146,Colorectal Cancer,All
S12000006,2006,Count,Cases,109,Colorectal Cancer,All
S12000006,2003,Count,Cases,458,Malignant Neoplasms,Female
S12000006,2017,Count,Cases,153,Lung Cancer,All
S12000006,2010,Count,Cases,518,Malignant Neoplasms,Male
S12000006,2015,Count,Cases,107,Prostate Cancer,Male
S12000006,2017,Count,Cases,101,Prostate Cancer,Male
S12000006,2004,Count,Cases,134,Lung Cancer,All
S12000006,2010,Count,Cases,160,Lung Cancer,All
S12000006,2017,Count,Cases,164,Breast Cancer,Female
S12000006,2003,Count,Cases,153,Lung Cancer,All
S12000006,2012,Count,Cases,137,Lung Cancer,All
S12000006,2013,Count,Cases,126,Colorectal Cancer,All
S12000006,2006,Count,Cases,144,Lung Cancer,All
S12000006,2011,Count,Cases,529,Malignant Neoplasms,Male
S12000006,2011,Count,Cases,522,Malignant Neoplasms,Female
S12000006,2011,Count,Cases,143,Lung Cancer,All
S12000006,2000,Count,Cases,420,Malignant Neoplasms,Female
S12000006,2004,Count,Cases,470,Malignant Neoplasms,Female
S12000006,2009,Count,Cases,152,Colorectal Cancer,All
S12000006,2015,Count,Cases,491,Malignant Neoplasms,Female
S12000006,2012,Count,Cases,508,Malignant Neoplasms,Male
S12000006,2012,Count,Cases,497,Malignant Neoplasms,Female
S12000006,2014,Count,Cases,154,Prostate Cancer,Male
S12000006,2009,Count,Cases,498,Malignant Neoplasms,Female
S12000006,2014,Count,Cases,1187,Malignant Neoplasms,All
S12000006,2003,Count,Cases,91,Prostate Cancer,Male
S12000006,2014,Count,Cases,177,Lung Cancer,All
S12000006,2008,Count,Cases,468,Malignant Neoplasms,Male
S12000006,2016,Count,Cases,987,Malignant Neoplasms,All
S12000006,2004,Count,Cases,84,Prostate Cancer,Male
S12000006,2016,Count,Cases,513,Malignant Neoplasms,Male
S12000006,2007,Count,Cases,527,Malignant Neoplasms,Female
S12000006,2002,Count,Cases,78,Prostate Cancer,Male
S12000006,1997,Count,Cases,815,Malignant Neoplasms,All
S12000006,2000,Count,Cases,68,Prostate Cancer,Male
S12000006,2011,Count,Cases,137,Prostate Cancer,Male
S12000006,2003,Count,Cases,934,Malignant Neoplasms,All
S12000006,2007,Count,Cases,490,Malignant Neoplasms,Male
S12000006,2006,Count,Cases,153,Breast Cancer,Female
S12000006,2002,Count,Cases,864,Malignant Neoplasms,All
S12000006,1998,Count,Cases,108,Breast Cancer,Female
S12000006,2006,Count,Cases,90,Prostate Cancer,Male
S12000006,2001,Count,Cases,87,Prostate Cancer,Male
S12000006,2003,Count,Cases,143,Breast Cancer,Female
S12000006,2007,Count,Cases,151,Breast Cancer,Female
S12000006,2016,Count,Cases,474,Malignant Neoplasms,Female
S12000006,1999,Count,Cases,113,Breast Cancer,Female
S12000006,2005,Count,Cases,505,Malignant Neoplasms,Female
S12000006,2015,Count,Cases,1009,Malignant Neoplasms,All
S12000006,2001,Count,Cases,129,Breast Cancer,Female
S12000006,1997,Count,Cases,117,Breast Cancer,Female
S12000006,2002,Count,Cases,132,Breast Cancer,Female
S12000006,2003,Count,Cases,476,Malignant Neoplasms,Male
S12000006,2006,Count,Cases,466,Malignant Neoplasms,Female
S12000006,1999,Count,Cases,374,Malignant Neoplasms,Male
S12000006,1997,Count,Cases,401,Malignant Neoplasms,Male
S12000006,2013,Count,Cases,118,Breast Cancer,Female
S12000006,2012,Count,Cases,154,Breast Cancer,Female
S12000006,2000,Count,Cases,113,Lung Cancer,All
S12000006,1999,Count,Cases,773,Malignant Neoplasms,All
S12000006,2013,Count,Cases,108,Prostate Cancer,Male
S12000006,2000,Count,Cases,428,Malignant Neoplasms,Male
S12000006,2002,Count,Cases,424,Malignant Neoplasms,Male
S12000006,2013,Count,Cases,137,Lung Cancer,All
S12000006,2004,Count,Cases,480,Malignant Neoplasms,Male
S12000006,1998,Count,Cases,416,Malignant Neoplasms,Male
S12000006,2014,Count,Cases,602,Malignant Neoplasms,Female
S12000006,2014,Count,Cases,174,Breast Cancer,Female
S12000006,2005,Count,Cases,95,Prostate Cancer,Male
S12000006,2013,Count,Cases,460,Malignant Neoplasms,Female
S12000006,2009,Count,Cases,147,Breast Cancer,Female
S12000006,2000,Count,Cases,848,Malignant Neoplasms,All
S12000006,2008,Count,Cases,459,Malignant Neoplasms,Female
S12000006,2013,Count,Cases,973,Malignant Neoplasms,All
S12000006,2007,Count,Cases,1017,Malignant Neoplasms,All
S12000006,1998,Count,Cases,853,Malignant Neoplasms,All
S12000006,2017,Count,Cases,989,Malignant Neoplasms,All
S12000006,2001,Count,Cases,400,Malignant Neoplasms,Male
S12000006,2004,Count,Cases,950,Malignant Neoplasms,All
S12000006,2005,Count,Cases,1008,Malignant Neoplasms,All
S12000006,2008,Count,Cases,927,Malignant Neoplasms,All
S12000006,2012,Count,Cases,1005,Malignant Neoplasms,All
S12000006,1999,Count,Cases,103,Colorectal Cancer,All
S12000006,2017,Count,Cases,485,Malignant Neoplasms,Male
S12000006,2011,Count,Cases,1051,Malignant Neoplasms,All
S12000006,2008,Count,Cases,140,Breast Cancer,Female
S12000006,2003,Count,Cases,114,Colorectal Cancer,All
S12000006,2016,Count,Cases,122,Prostate Cancer,Male
S12000006,2010,Count,Cases,134,Breast Cancer,Female
S12000006,2011,Count,Cases,180,Breast Cancer,Female
S12000006,2016,Count,Cases,159,Lung Cancer,All
S12000006,2000,Count,Cases,128,Breast Cancer,Female
S12000006,2015,Count,Cases,139,Breast Cancer,Female
S12000006,2009,Count,Cases,536,Malignant Neoplasms,Male
S12000006,2015,Count,Cases,518,Malignant Neoplasms,Male
S12000006,2006,Count,Cases,477,Malignant Neoplasms,Male
S12000006,2009,Count,Cases,1034,Malignant Neoplasms,All
S12000006,2010,Count,Cases,1011,Malignant Neoplasms,All
S12000006,2012,Count,Cases,111,Prostate Cancer,Male
S12000006,2005,Count,Cases,147,Breast Cancer,Female
S12000006,1997,Count,Cases,134,Lung Cancer,All
S12000006,2005,Count,Cases,503,Malignant Neoplasms,Male
S12000006,2006,Count,Cases,943,Malignant Neoplasms,All
S12000006,2017,Count,Cases,504,Malignant Neoplasms,Female
S12000006,2007,Count,Cases,96,Prostate Cancer,Male
S12000006,1997,Count,Cases,114,Colorectal Cancer,All
S12000006,2002,Count,Cases,129,Colorectal Cancer,All
S12000006,2001,Count,Cases,813,Malignant Neoplasms,All
S12000006,1998,Count,Cases,110,Colorectal Cancer,All
S12000008,2006,Count,Cases,76,Colorectal Cancer,All
S12000008,1998,Count,Cases,70,Colorectal Cancer,All
S12000008,2016,Count,Cases,60,Prostate Cancer,Male
S12000008,2003,Count,Cases,98,Colorectal Cancer,All
S12000008,2004,Count,Cases,73,Colorectal Cancer,All
S12000008,2009,Count,Cases,68,Prostate Cancer,Male
S12000008,2014,Count,Cases,112,Breast Cancer,Female
S12000008,2012,Count,Cases,395,Malignant Neoplasms,Female
S12000008,2001,Count,Cases,84,Colorectal Cancer,All
S12000008,2009,Count,Cases,108,Breast Cancer,Female
S12000008,2016,Count,Cases,345,Malignant Neoplasms,Male
S12000008,1998,Count,Cases,330,Malignant Neoplasms,Female
S12000008,2012,Count,Cases,90,Colorectal Cancer,All
S12000008,2010,Count,Cases,347,Malignant Neoplasms,Female
S12000008,2014,Count,Cases,85,Colorectal Cancer,All
S12000008,2003,Count,Cases,381,Malignant Neoplasms,Female
S12000008,2002,Count,Cases,315,Malignant Neoplasms,Male
S12000008,2003,Count,Cases,333,Malignant Neoplasms,Male
S12000008,2002,Count,Cases,314,Malignant Neoplasms,Female
S12000008,1999,Count,Cases,334,Malignant Neoplasms,Female
S12000008,1999,Count,Cases,290,Malignant Neoplasms,Male
S12000008,2001,Count,Cases,334,Malignant Neoplasms,Female
S12000008,1998,Count,Cases,287,Malignant Neoplasms,Male
S12000008,2017,Count,Cases,374,Malignant Neoplasms,Female
S12000008,2017,Count,Cases,89,Colorectal Cancer,All
S12000008,2011,Count,Cases,391,Malignant Neoplasms,Female
S12000008,2013,Count,Cases,93,Breast Cancer,Female
S12000008,2000,Count,Cases,626,Malignant Neoplasms,All
S12000008,2005,Count,Cases,308,Malignant Neoplasms,Male
S12000008,2000,Count,Cases,64,Prostate Cancer,Male
S12000008,2007,Count,Cases,702,Malignant Neoplasms,All
S12000008,2001,Count,Cases,629,Malignant Neoplasms,All
S12000008,2013,Count,Cases,87,Colorectal Cancer,All
S12000008,2005,Count,Cases,79,Breast Cancer,Female
S12000008,2006,Count,Cases,316,Malignant Neoplasms,Male
S12000008,2015,Count,Cases,395,Malignant Neoplasms,Female
S12000008,1997,Count,Cases,47,Prostate Cancer,Male
S12000008,2003,Count,Cases,714,Malignant Neoplasms,All
S12000008,1997,Count,Cases,130,Lung Cancer,All
S12000008,2011,Count,Cases,86,Colorectal Cancer,All
S12000008,2009,Count,Cases,354,Malignant Neoplasms,Male
S12000008,2015,Count,Cases,318,Malignant Neoplasms,Male
S12000008,2010,Count,Cases,80,Colorectal Cancer,All
S12000008,2001,Count,Cases,295,Malignant Neoplasms,Male
S12000008,2008,Count,Cases,346,Malignant Neoplasms,Male
S12000008,2007,Count,Cases,350,Malignant Neoplasms,Male
S12000008,2009,Count,Cases,690,Malignant Neoplasms,All
S12000008,2011,Count,Cases,85,Prostate Cancer,Male
S12000008,2009,Count,Cases,336,Malignant Neoplasms,Female
S12000008,2013,Count,Cases,394,Malignant Neoplasms,Female
S12000008,1999,Count,Cases,75,Colorectal Cancer,All
S12000008,2014,Count,Cases,402,Malignant Neoplasms,Female
S12000008,2015,Count,Cases,72,Prostate Cancer,Male
S12000008,2016,Count,Cases,106,Breast Cancer,Female
S12000008,2012,Count,Cases,74,Prostate Cancer,Male
S12000008,2005,Count,Cases,83,Colorectal Cancer,All
S12000008,2000,Count,Cases,74,Colorectal Cancer,All
S12000008,2015,Count,Cases,102,Breast Cancer,Female
S12000008,2010,Count,Cases,120,Lung Cancer,All
S12000008,2002,Count,Cases,629,Malignant Neoplasms,All
S12000008,2001,Count,Cases,55,Prostate Cancer,Male
S12000008,2000,Count,Cases,309,Malignant Neoplasms,Female
S12000008,2015,Count,Cases,713,Malignant Neoplasms,All
S12000008,2004,Count,Cases,71,Prostate Cancer,Male
S12000008,1998,Count,Cases,48,Prostate Cancer,Male
S12000008,1997,Count,Cases,100,Breast Cancer,Female
S12000008,2008,Count,Cases,371,Malignant Neoplasms,Female
S12000008,1997,Count,Cases,315,Malignant Neoplasms,Male
S12000008,2014,Count,Cases,377,Malignant Neoplasms,Male
S12000008,2005,Count,Cases,55,Prostate Cancer,Male
S12000008,2016,Count,Cases,713,Malignant Neoplasms,All
S12000008,2007,Count,Cases,77,Breast Cancer,Female
S12000008,2015,Count,Cases,77,Colorectal Cancer,All
S12000008,1998,Count,Cases,617,Malignant Neoplasms,All
S12000008,2004,Count,Cases,337,Malignant Neoplasms,Female
S12000008,2001,Count,Cases,88,Breast Cancer,Female
S12000008,2016,Count,Cases,130,Lung Cancer,All
S12000008,2012,Count,Cases,371,Malignant Neoplasms,Male
S12000008,2013,Count,Cases,368,Malignant Neoplasms,Male
S12000008,2014,Count,Cases,136,Lung Cancer,All
S12000008,2000,Count,Cases,101,Breast Cancer,Female
S12000008,2005,Count,Cases,118,Lung Cancer,All
S12000008,2003,Count,Cases,95,Breast Cancer,Female
S12000008,2006,Count,Cases,119,Lung Cancer,All
S12000008,2002,Count,Cases,70,Breast Cancer,Female
S12000008,1999,Count,Cases,83,Breast Cancer,Female
S12000008,2017,Count,Cases,49,Prostate Cancer,Male
S12000008,2015,Count,Cases,134,Lung Cancer,All
S12000008,2009,Count,Cases,101,Colorectal Cancer,All
S12000008,2009,Count,Cases,120,Lung Cancer,All
S12000008,2007,Count,Cases,146,Lung Cancer,All
S12000008,2017,Count,Cases,95,Breast Cancer,Female
S12000008,2002,Count,Cases,67,Prostate Cancer,Male
S12000008,2013,Count,Cases,79,Prostate Cancer,Male
S12000008,2008,Count,Cases,112,Lung Cancer,All
S12000008,1997,Count,Cases,693,Malignant Neoplasms,All
S12000008,2012,Count,Cases,104,Breast Cancer,Female
S12000008,1997,Count,Cases,378,Malignant Neoplasms,Female
S12000008,2010,Count,Cases,83,Breast Cancer,Female
S12000008,2007,Count,Cases,352,Malignant Neoplasms,Female
S12000008,2017,Count,Cases,327,Malignant Neoplasms,Male
S12000008,2007,Count,Cases,69,Prostate Cancer,Male
S12000008,2002,Count,Cases,68,Colorectal Cancer,All
S12000008,2003,Count,Cases,69,Prostate Cancer,Male
S12000008,1998,Count,Cases,84,Breast Cancer,Female
S12000008,2011,Count,Cases,349,Malignant Neoplasms,Male
S12000008,2014,Count,Cases,71,Prostate Cancer,Male
S12000008,2010,Count,Cases,343,Malignant Neoplasms,Male
