area_code,reference_area,area_type,year,vaccination_uptake,measure_type,value,units
S12000006,Dumfries and Galloway,Local Authority,2013,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000006,Dumfries and Galloway,Local Authority,2018,Vaccinated by 5 Years,Ratio,98.2,Percent Of Children
S12000006,Dumfries and Galloway,Local Authority,2010,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S12000006,Dumfries and Galloway,Local Authority,2009,Vaccinated by 5 Years,Ratio,98.1,Percent Of Children
S12000006,Dumfries and Galloway,Local Authority,2014,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000008,East Ayrshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000008,East Ayrshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
S12000008,East Ayrshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,98.5,Percent Of Children
S12000008,East Ayrshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,98.6,Percent Of Children
S12000006,Dumfries and Galloway,Local Authority,2012,Vaccinated by 5 Years,Ratio,98.1,Percent Of Children
S12000006,Dumfries and Galloway,Local Authority,2008,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.8,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000014,Falkirk,Local Authority,2010,Vaccinated by 5 Years,Ratio,98.1,Percent Of Children
S12000014,Falkirk,Local Authority,2008,Vaccinated by 5 Years,Ratio,96.1,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2016,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2017,Vaccinated by 5 Years,Ratio,98.5,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2010,Vaccinated by 5 Years,Ratio,96,Percent Of Children
S12000014,Falkirk,Local Authority,2013,Vaccinated by 5 Years,Ratio,98.8,Percent Of Children
S12000014,Falkirk,Local Authority,2014,Vaccinated by 5 Years,Ratio,98.7,Percent Of Children
S12000014,Falkirk,Local Authority,2015,Vaccinated by 5 Years,Ratio,98.3,Percent Of Children
S12000014,Falkirk,Local Authority,2017,Vaccinated by 5 Years,Ratio,98.3,Percent Of Children
S12000014,Falkirk,Local Authority,2009,Vaccinated by 5 Years,Ratio,97.9,Percent Of Children
S12000014,Falkirk,Local Authority,2011,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000014,Falkirk,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.6,Percent Of Children
S12000014,Falkirk,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.9,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.9,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,98.2,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,94.6,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,95.7,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,97.9,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2014,Vaccinated by 5 Years,Ratio,98.3,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2011,Vaccinated by 5 Years,Ratio,95.8,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2009,Vaccinated by 5 Years,Ratio,95.3,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2008,Vaccinated by 5 Years,Ratio,92.2,Percent Of Children
S12000013,Na h-Eileanan Siar,Local Authority,2015,Vaccinated by 5 Years,Ratio,96.4,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.9,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,94.6,Percent Of Children
S12000011,East Renfrewshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,98.2,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,96.3,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,97.2,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.6,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,97.3,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,96.5,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,95.4,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000040,West Lothian,Local Authority,2018,Vaccinated by 5 Years,Ratio,98.1,Percent Of Children
S12000040,West Lothian,Local Authority,2015,Vaccinated by 5 Years,Ratio,98.5,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000039,West Dunbartonshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2018,Vaccinated by 5 Years,Ratio,98.1,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2011,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2012,Vaccinated by 5 Years,Ratio,96.1,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2009,Vaccinated by 5 Years,Ratio,95.2,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2008,Vaccinated by 5 Years,Ratio,95.6,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2017,Vaccinated by 5 Years,Ratio,98.3,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2013,Vaccinated by 5 Years,Ratio,96.7,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2015,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000006,Dumfries and Galloway,Local Authority,2015,Vaccinated by 5 Years,Ratio,97,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2014,Vaccinated by 5 Years,Ratio,98.5,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2010,Vaccinated by 5 Years,Ratio,95.7,Percent Of Children
S12000005,Clackmannanshire,Local Authority,2016,Vaccinated by 5 Years,Ratio,98.2,Percent Of Children
S12000040,West Lothian,Local Authority,2014,Vaccinated by 5 Years,Ratio,98.1,Percent Of Children
S12000040,West Lothian,Local Authority,2016,Vaccinated by 5 Years,Ratio,98.4,Percent Of Children
S12000040,West Lothian,Local Authority,2013,Vaccinated by 5 Years,Ratio,98.1,Percent Of Children
S12000040,West Lothian,Local Authority,2011,Vaccinated by 5 Years,Ratio,97.1,Percent Of Children
S12000040,West Lothian,Local Authority,2008,Vaccinated by 5 Years,Ratio,95.9,Percent Of Children
S12000040,West Lothian,Local Authority,2017,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000040,West Lothian,Local Authority,2012,Vaccinated by 5 Years,Ratio,97.5,Percent Of Children
S12000040,West Lothian,Local Authority,2010,Vaccinated by 5 Years,Ratio,98,Percent Of Children
S12000040,West Lothian,Local Authority,2009,Vaccinated by 5 Years,Ratio,97.4,Percent Of Children
