area_code,reference_area,area_type,year,gender,cancer_type,value,units
S12000005,Clackmannanshire,Local Authority,2011,All,Malignant Neoplasms,279,Cases
S12000005,Clackmannanshire,Local Authority,2003,All,Lung Cancer,47,Cases
S12000005,Clackmannanshire,Local Authority,2005,Female,Breast Cancer,29,Cases
S12000005,Clackmannanshire,Local Authority,2017,Male,Prostate Cancer,50,Cases
S12000005,Clackmannanshire,Local Authority,2012,All,Malignant Neoplasms,283,Cases
S12000005,Clackmannanshire,Local Authority,2010,All,Malignant Neoplasms,306,Cases
S12000005,Clackmannanshire,Local Authority,2001,All,Colorectal Cancer,34,Cases
S12000005,Clackmannanshire,Local Authority,2010,Male,Malignant Neoplasms,142,Cases
S12000005,Clackmannanshire,Local Authority,2012,Female,Breast Cancer,45,Cases
S12000005,Clackmannanshire,Local Authority,2002,All,Colorectal Cancer,25,Cases
S12000005,Clackmannanshire,Local Authority,1999,All,Lung Cancer,37,Cases
S12000005,Clackmannanshire,Local Authority,2011,Female,Malignant Neoplasms,140,Cases
S12000005,Clackmannanshire,Local Authority,2012,Male,Prostate Cancer,22,Cases
S12000005,Clackmannanshire,Local Authority,1999,Male,Prostate Cancer,30,Cases
S12000005,Clackmannanshire,Local Authority,2002,Female,Breast Cancer,30,Cases
S12000005,Clackmannanshire,Local Authority,1997,Male,Prostate Cancer,22,Cases
S12000005,Clackmannanshire,Local Authority,2008,Male,Prostate Cancer,31,Cases
S12000005,Clackmannanshire,Local Authority,1999,All,Malignant Neoplasms,244,Cases
S12000005,Clackmannanshire,Local Authority,1997,All,Malignant Neoplasms,224,Cases
S12000005,Clackmannanshire,Local Authority,1998,All,Malignant Neoplasms,226,Cases
S12000005,Clackmannanshire,Local Authority,2014,Male,Malignant Neoplasms,165,Cases
S12000005,Clackmannanshire,Local Authority,2010,Female,Breast Cancer,68,Cases
S12000005,Clackmannanshire,Local Authority,1998,All,Lung Cancer,32,Cases
S12000005,Clackmannanshire,Local Authority,2013,Female,Breast Cancer,70,Cases
S12000005,Clackmannanshire,Local Authority,1997,All,Lung Cancer,26,Cases
S12000005,Clackmannanshire,Local Authority,2013,Male,Malignant Neoplasms,123,Cases
S12000005,Clackmannanshire,Local Authority,2004,All,Colorectal Cancer,39,Cases
S12000005,Clackmannanshire,Local Authority,2004,Male,Malignant Neoplasms,125,Cases
S12000005,Clackmannanshire,Local Authority,2003,Male,Malignant Neoplasms,129,Cases
S12000005,Clackmannanshire,Local Authority,2003,Female,Malignant Neoplasms,122,Cases
S12000005,Clackmannanshire,Local Authority,2001,Male,Malignant Neoplasms,131,Cases
S12000005,Clackmannanshire,Local Authority,2015,Female,Malignant Neoplasms,148,Cases
S12000005,Clackmannanshire,Local Authority,2002,Male,Malignant Neoplasms,107,Cases
S12000005,Clackmannanshire,Local Authority,1999,Male,Malignant Neoplasms,124,Cases
S12000005,Clackmannanshire,Local Authority,2015,All,Malignant Neoplasms,284,Cases
S12000005,Clackmannanshire,Local Authority,2012,All,Colorectal Cancer,48,Cases
S12000005,Clackmannanshire,Local Authority,2015,Male,Prostate Cancer,26,Cases
S12000005,Clackmannanshire,Local Authority,2017,All,Colorectal Cancer,35,Cases
S12000005,Clackmannanshire,Local Authority,2011,All,Colorectal Cancer,41,Cases
S12000005,Clackmannanshire,Local Authority,2012,All,Lung Cancer,47,Cases
S12000005,Clackmannanshire,Local Authority,2006,Female,Malignant Neoplasms,123,Cases
S12000005,Clackmannanshire,Local Authority,2006,Male,Malignant Neoplasms,141,Cases
S12000005,Clackmannanshire,Local Authority,2009,Male,Malignant Neoplasms,143,Cases
S12000005,Clackmannanshire,Local Authority,2008,Male,Malignant Neoplasms,160,Cases
S12000005,Clackmannanshire,Local Authority,2004,Female,Malignant Neoplasms,141,Cases
S12000005,Clackmannanshire,Local Authority,1998,Male,Malignant Neoplasms,99,Cases
S12000005,Clackmannanshire,Local Authority,2009,Female,Malignant Neoplasms,111,Cases
S12000005,Clackmannanshire,Local Authority,2005,Female,Malignant Neoplasms,124,Cases
S12000005,Clackmannanshire,Local Authority,2007,Male,Malignant Neoplasms,117,Cases
S12000005,Clackmannanshire,Local Authority,2007,Female,Malignant Neoplasms,147,Cases
S12000005,Clackmannanshire,Local Authority,2007,All,Malignant Neoplasms,264,Cases
S12000005,Clackmannanshire,Local Authority,2007,Male,Prostate Cancer,27,Cases
S12000005,Clackmannanshire,Local Authority,2009,All,Malignant Neoplasms,254,Cases
S12000005,Clackmannanshire,Local Authority,2003,All,Malignant Neoplasms,251,Cases
S12000005,Clackmannanshire,Local Authority,2017,Female,Malignant Neoplasms,183,Cases
S12000005,Clackmannanshire,Local Authority,2005,Male,Prostate Cancer,34,Cases
S12000005,Clackmannanshire,Local Authority,2004,Male,Prostate Cancer,26,Cases
S12000005,Clackmannanshire,Local Authority,2010,All,Colorectal Cancer,37,Cases
S12000005,Clackmannanshire,Local Authority,2013,All,Lung Cancer,46,Cases
S12000005,Clackmannanshire,Local Authority,2002,All,Malignant Neoplasms,241,Cases
S12000005,Clackmannanshire,Local Authority,2000,All,Malignant Neoplasms,226,Cases
S12000005,Clackmannanshire,Local Authority,2014,All,Colorectal Cancer,38,Cases
S12000005,Clackmannanshire,Local Authority,2005,All,Malignant Neoplasms,256,Cases
S12000005,Clackmannanshire,Local Authority,2008,All,Malignant Neoplasms,266,Cases
S12000005,Clackmannanshire,Local Authority,2013,All,Colorectal Cancer,26,Cases
S12000005,Clackmannanshire,Local Authority,2006,All,Malignant Neoplasms,264,Cases
S12000005,Clackmannanshire,Local Authority,2009,Male,Prostate Cancer,26,Cases
S12000005,Clackmannanshire,Local Authority,2006,Male,Prostate Cancer,36,Cases
S12000005,Clackmannanshire,Local Authority,2001,All,Malignant Neoplasms,252,Cases
S12000005,Clackmannanshire,Local Authority,2001,Male,Prostate Cancer,31,Cases
S12000005,Clackmannanshire,Local Authority,2016,Male,Malignant Neoplasms,149,Cases
S12000005,Clackmannanshire,Local Authority,2000,Male,Malignant Neoplasms,127,Cases
S12000005,Clackmannanshire,Local Authority,2004,All,Malignant Neoplasms,266,Cases
S12000005,Clackmannanshire,Local Authority,1998,Female,Breast Cancer,44,Cases
S12000005,Clackmannanshire,Local Authority,2011,Female,Breast Cancer,39,Cases
S12000005,Clackmannanshire,Local Authority,2015,Male,Malignant Neoplasms,136,Cases
S12000005,Clackmannanshire,Local Authority,2009,All,Lung Cancer,42,Cases
S12000005,Clackmannanshire,Local Authority,1997,Female,Malignant Neoplasms,117,Cases
S12000005,Clackmannanshire,Local Authority,2001,Female,Malignant Neoplasms,121,Cases
S12000005,Clackmannanshire,Local Authority,2005,All,Lung Cancer,44,Cases
S12000005,Clackmannanshire,Local Authority,2000,Female,Breast Cancer,25,Cases
S12000005,Clackmannanshire,Local Authority,2011,Male,Prostate Cancer,23,Cases
S12000005,Clackmannanshire,Local Authority,2003,Female,Breast Cancer,37,Cases
S12000005,Clackmannanshire,Local Authority,2002,All,Lung Cancer,39,Cases
S12000005,Clackmannanshire,Local Authority,1999,Female,Malignant Neoplasms,120,Cases
S12000005,Clackmannanshire,Local Authority,2014,Female,Malignant Neoplasms,180,Cases
S12000005,Clackmannanshire,Local Authority,2002,Female,Malignant Neoplasms,134,Cases
S12000005,Clackmannanshire,Local Authority,2016,All,Colorectal Cancer,34,Cases
S12000005,Clackmannanshire,Local Authority,2015,All,Lung Cancer,45,Cases
S12000005,Clackmannanshire,Local Authority,2002,Male,Prostate Cancer,28,Cases
S12000005,Clackmannanshire,Local Authority,2001,Female,Breast Cancer,49,Cases
S12000005,Clackmannanshire,Local Authority,2008,Female,Malignant Neoplasms,106,Cases
S12000005,Clackmannanshire,Local Authority,2005,Male,Malignant Neoplasms,132,Cases
S12000005,Clackmannanshire,Local Authority,2010,Male,Prostate Cancer,32,Cases
S12000005,Clackmannanshire,Local Authority,1997,Male,Malignant Neoplasms,107,Cases
S12000005,Clackmannanshire,Local Authority,2017,All,Malignant Neoplasms,352,Cases
S12000006,Dumfries and Galloway,Local Authority,1998,Female,Malignant Neoplasms,437,Cases
S12000006,Dumfries and Galloway,Local Authority,2005,All,Lung Cancer,168,Cases
S12000006,Dumfries and Galloway,Local Authority,1999,All,Lung Cancer,116,Cases
S12000006,Dumfries and Galloway,Local Authority,2008,Male,Prostate Cancer,100,Cases
S12000006,Dumfries and Galloway,Local Authority,2010,Female,Malignant Neoplasms,493,Cases
S12000006,Dumfries and Galloway,Local Authority,1998,All,Lung Cancer,142,Cases
S12000006,Dumfries and Galloway,Local Authority,2008,All,Lung Cancer,135,Cases
S12000006,Dumfries and Galloway,Local Authority,2002,All,Lung Cancer,138,Cases
S12000006,Dumfries and Galloway,Local Authority,2001,All,Lung Cancer,113,Cases
S12000006,Dumfries and Galloway,Local Authority,2009,Male,Prostate Cancer,123,Cases
S12000006,Dumfries and Galloway,Local Authority,2017,All,Colorectal Cancer,120,Cases
S12000006,Dumfries and Galloway,Local Authority,2004,Female,Breast Cancer,134,Cases
S12000006,Dumfries and Galloway,Local Authority,2007,All,Lung Cancer,163,Cases
S12000006,Dumfries and Galloway,Local Authority,2009,All,Lung Cancer,158,Cases
S12000006,Dumfries and Galloway,Local Authority,1997,Male,Prostate Cancer,48,Cases
S12000006,Dumfries and Galloway,Local Authority,2016,Female,Breast Cancer,126,Cases
S12000006,Dumfries and Galloway,Local Authority,2011,All,Colorectal Cancer,156,Cases
S12000006,Dumfries and Galloway,Local Authority,2001,All,Colorectal Cancer,98,Cases
S12000006,Dumfries and Galloway,Local Authority,2010,All,Colorectal Cancer,177,Cases
S12000006,Dumfries and Galloway,Local Authority,2015,All,Lung Cancer,148,Cases
S12000006,Dumfries and Galloway,Local Authority,2000,All,Colorectal Cancer,109,Cases
S12000006,Dumfries and Galloway,Local Authority,2012,All,Colorectal Cancer,136,Cases
S12000006,Dumfries and Galloway,Local Authority,1999,Male,Prostate Cancer,71,Cases
S12000006,Dumfries and Galloway,Local Authority,1999,Female,Malignant Neoplasms,399,Cases
S12000006,Dumfries and Galloway,Local Authority,2005,All,Colorectal Cancer,122,Cases
S12000006,Dumfries and Galloway,Local Authority,2004,All,Colorectal Cancer,135,Cases
S12000006,Dumfries and Galloway,Local Authority,1997,Female,Malignant Neoplasms,414,Cases
S12000006,Dumfries and Galloway,Local Authority,2015,All,Colorectal Cancer,116,Cases
S12000006,Dumfries and Galloway,Local Authority,2010,Male,Prostate Cancer,103,Cases
S12000006,Dumfries and Galloway,Local Authority,2001,Female,Malignant Neoplasms,413,Cases
S12000006,Dumfries and Galloway,Local Authority,2013,Male,Malignant Neoplasms,513,Cases
S12000006,Dumfries and Galloway,Local Authority,2002,Female,Malignant Neoplasms,440,Cases
S12000006,Dumfries and Galloway,Local Authority,2016,All,Colorectal Cancer,119,Cases
S12000006,Dumfries and Galloway,Local Authority,1998,Male,Prostate Cancer,74,Cases
S12000006,Dumfries and Galloway,Local Authority,2014,Male,Malignant Neoplasms,585,Cases
S12000006,Dumfries and Galloway,Local Authority,2008,All,Colorectal Cancer,128,Cases
S12000006,Dumfries and Galloway,Local Authority,2014,All,Colorectal Cancer,136,Cases
S12000006,Dumfries and Galloway,Local Authority,2007,All,Colorectal Cancer,146,Cases
S12000006,Dumfries and Galloway,Local Authority,2006,All,Colorectal Cancer,109,Cases
S12000006,Dumfries and Galloway,Local Authority,2003,Female,Malignant Neoplasms,458,Cases
S12000006,Dumfries and Galloway,Local Authority,2017,All,Lung Cancer,153,Cases
S12000006,Dumfries and Galloway,Local Authority,2010,Male,Malignant Neoplasms,518,Cases
S12000006,Dumfries and Galloway,Local Authority,2015,Male,Prostate Cancer,107,Cases
S12000006,Dumfries and Galloway,Local Authority,2017,Male,Prostate Cancer,101,Cases
S12000006,Dumfries and Galloway,Local Authority,2004,All,Lung Cancer,134,Cases
S12000006,Dumfries and Galloway,Local Authority,2010,All,Lung Cancer,160,Cases
S12000006,Dumfries and Galloway,Local Authority,2017,Female,Breast Cancer,164,Cases
S12000006,Dumfries and Galloway,Local Authority,2003,All,Lung Cancer,153,Cases
S12000006,Dumfries and Galloway,Local Authority,2012,All,Lung Cancer,137,Cases
S12000006,Dumfries and Galloway,Local Authority,2013,All,Colorectal Cancer,126,Cases
S12000006,Dumfries and Galloway,Local Authority,2006,All,Lung Cancer,144,Cases
S12000006,Dumfries and Galloway,Local Authority,2011,Male,Malignant Neoplasms,529,Cases
S12000006,Dumfries and Galloway,Local Authority,2011,Female,Malignant Neoplasms,522,Cases
S12000006,Dumfries and Galloway,Local Authority,2011,All,Lung Cancer,143,Cases
S12000006,Dumfries and Galloway,Local Authority,2000,Female,Malignant Neoplasms,420,Cases
S12000006,Dumfries and Galloway,Local Authority,2004,Female,Malignant Neoplasms,470,Cases
S12000006,Dumfries and Galloway,Local Authority,2009,All,Colorectal Cancer,152,Cases
S12000006,Dumfries and Galloway,Local Authority,2015,Female,Malignant Neoplasms,491,Cases
S12000006,Dumfries and Galloway,Local Authority,2012,Male,Malignant Neoplasms,508,Cases
S12000006,Dumfries and Galloway,Local Authority,2012,Female,Malignant Neoplasms,497,Cases
S12000006,Dumfries and Galloway,Local Authority,2014,Male,Prostate Cancer,154,Cases
S12000006,Dumfries and Galloway,Local Authority,2009,Female,Malignant Neoplasms,498,Cases
S12000006,Dumfries and Galloway,Local Authority,2014,All,Malignant Neoplasms,1187,Cases
S12000006,Dumfries and Galloway,Local Authority,2003,Male,Prostate Cancer,91,Cases
S12000006,Dumfries and Galloway,Local Authority,2014,All,Lung Cancer,177,Cases
S12000006,Dumfries and Galloway,Local Authority,2008,Male,Malignant Neoplasms,468,Cases
S12000006,Dumfries and Galloway,Local Authority,2016,All,Malignant Neoplasms,987,Cases
S12000006,Dumfries and Galloway,Local Authority,2004,Male,Prostate Cancer,84,Cases
S12000006,Dumfries and Galloway,Local Authority,2016,Male,Malignant Neoplasms,513,Cases
S12000006,Dumfries and Galloway,Local Authority,2007,Female,Malignant Neoplasms,527,Cases
S12000006,Dumfries and Galloway,Local Authority,2002,Male,Prostate Cancer,78,Cases
S12000006,Dumfries and Galloway,Local Authority,1997,All,Malignant Neoplasms,815,Cases
S12000006,Dumfries and Galloway,Local Authority,2000,Male,Prostate Cancer,68,Cases
S12000006,Dumfries and Galloway,Local Authority,2011,Male,Prostate Cancer,137,Cases
S12000006,Dumfries and Galloway,Local Authority,2003,All,Malignant Neoplasms,934,Cases
S12000006,Dumfries and Galloway,Local Authority,2007,Male,Malignant Neoplasms,490,Cases
S12000006,Dumfries and Galloway,Local Authority,2006,Female,Breast Cancer,153,Cases
S12000006,Dumfries and Galloway,Local Authority,2002,All,Malignant Neoplasms,864,Cases
S12000006,Dumfries and Galloway,Local Authority,1998,Female,Breast Cancer,108,Cases
S12000006,Dumfries and Galloway,Local Authority,2006,Male,Prostate Cancer,90,Cases
S12000006,Dumfries and Galloway,Local Authority,2001,Male,Prostate Cancer,87,Cases
S12000006,Dumfries and Galloway,Local Authority,2003,Female,Breast Cancer,143,Cases
S12000006,Dumfries and Galloway,Local Authority,2007,Female,Breast Cancer,151,Cases
S12000006,Dumfries and Galloway,Local Authority,2016,Female,Malignant Neoplasms,474,Cases
S12000006,Dumfries and Galloway,Local Authority,1999,Female,Breast Cancer,113,Cases
S12000006,Dumfries and Galloway,Local Authority,2005,Female,Malignant Neoplasms,505,Cases
S12000006,Dumfries and Galloway,Local Authority,2015,All,Malignant Neoplasms,1009,Cases
S12000006,Dumfries and Galloway,Local Authority,2001,Female,Breast Cancer,129,Cases
S12000006,Dumfries and Galloway,Local Authority,1997,Female,Breast Cancer,117,Cases
S12000006,Dumfries and Galloway,Local Authority,2002,Female,Breast Cancer,132,Cases
S12000006,Dumfries and Galloway,Local Authority,2003,Male,Malignant Neoplasms,476,Cases
S12000006,Dumfries and Galloway,Local Authority,2006,Female,Malignant Neoplasms,466,Cases
S12000006,Dumfries and Galloway,Local Authority,1999,Male,Malignant Neoplasms,374,Cases
S12000006,Dumfries and Galloway,Local Authority,1997,Male,Malignant Neoplasms,401,Cases
S12000006,Dumfries and Galloway,Local Authority,2013,Female,Breast Cancer,118,Cases
S12000006,Dumfries and Galloway,Local Authority,2012,Female,Breast Cancer,154,Cases
S12000006,Dumfries and Galloway,Local Authority,2000,All,Lung Cancer,113,Cases
S12000006,Dumfries and Galloway,Local Authority,1999,All,Malignant Neoplasms,773,Cases
S12000006,Dumfries and Galloway,Local Authority,2013,Male,Prostate Cancer,108,Cases
S12000006,Dumfries and Galloway,Local Authority,2000,Male,Malignant Neoplasms,428,Cases
S12000006,Dumfries and Galloway,Local Authority,2002,Male,Malignant Neoplasms,424,Cases
S12000006,Dumfries and Galloway,Local Authority,2013,All,Lung Cancer,137,Cases
S12000006,Dumfries and Galloway,Local Authority,2004,Male,Malignant Neoplasms,480,Cases
S12000006,Dumfries and Galloway,Local Authority,1998,Male,Malignant Neoplasms,416,Cases
S12000006,Dumfries and Galloway,Local Authority,2014,Female,Malignant Neoplasms,602,Cases
S12000006,Dumfries and Galloway,Local Authority,2014,Female,Breast Cancer,174,Cases
S12000006,Dumfries and Galloway,Local Authority,2005,Male,Prostate Cancer,95,Cases
S12000006,Dumfries and Galloway,Local Authority,2013,Female,Malignant Neoplasms,460,Cases
S12000006,Dumfries and Galloway,Local Authority,2009,Female,Breast Cancer,147,Cases
S12000006,Dumfries and Galloway,Local Authority,2000,All,Malignant Neoplasms,848,Cases
S12000006,Dumfries and Galloway,Local Authority,2008,Female,Malignant Neoplasms,459,Cases
S12000006,Dumfries and Galloway,Local Authority,2013,All,Malignant Neoplasms,973,Cases
S12000006,Dumfries and Galloway,Local Authority,2007,All,Malignant Neoplasms,1017,Cases
S12000006,Dumfries and Galloway,Local Authority,1998,All,Malignant Neoplasms,853,Cases
S12000006,Dumfries and Galloway,Local Authority,2017,All,Malignant Neoplasms,989,Cases
S12000006,Dumfries and Galloway,Local Authority,2001,Male,Malignant Neoplasms,400,Cases
