area_code,reference_area,area_type,date_code,gender,age,measure_type,value,units
S12000017,Highland,Local Authority,2014/2015,Male,21-25 years,Ratio,25.2,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2013/2014,Male,All,Mean,0.52,Average reconvictions per offender
S12000017,Highland,Local Authority,2014/2015,Male,26-30 years,Mean,0.38,Average reconvictions per offender
S12000017,Highland,Local Authority,2012/2013,Male,All,Ratio,26.4,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2014/2015,Male,All,Ratio,27.5,Percent reconvicted
S12000017,Highland,Local Authority,2013/2014,Male,Over 40 years,Ratio,19,Percent reconvicted
S12000017,Highland,Local Authority,2013/2014,Male,All,Ratio,24.3,Percent reconvicted
S12000018,Inverclyde,Local Authority,2016/2017,Male,All,Mean,0.54,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,Male,All,Ratio,30.9,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2015/2016,Male,All,Mean,0.57,Average reconvictions per offender
S12000017,Highland,Local Authority,2014/2015,Male,Over 40 years,Mean,0.3,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2016/2017,Male,31-40 years,Ratio,33.6,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2014/2015,Male,31-40 years,Mean,0.56,Average reconvictions per offender
S12000017,Highland,Local Authority,2016/2017,Male,26-30 years,Mean,0.45,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2013/2014,Male,Under 21 years,Mean,0.63,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2012/2013,Male,26-30 years,Mean,0.56,Average reconvictions per offender
S12000017,Highland,Local Authority,2014/2015,Male,26-30 years,Ratio,26,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2013/2014,Male,26-30 years,Mean,0.53,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,Male,26-30 years,Mean,0.46,Average reconvictions per offender
S12000017,Highland,Local Authority,2017/2018,Male,26-30 years,Mean,0.57,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,Male,26-30 years,Ratio,34.1,Percent reconvicted
S12000017,Highland,Local Authority,2013/2014,Male,Over 40 years,Mean,0.33,Average reconvictions per offender
S12000017,Highland,Local Authority,2015/2016,Male,Under 21 years,Ratio,31.1,Percent reconvicted
S12000017,Highland,Local Authority,2016/2017,Male,21-25 years,Ratio,34.5,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2016/2017,Male,26-30 years,Mean,0.66,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2016/2017,Male,26-30 years,Ratio,32.4,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2016/2017,Male,Over 40 years,Ratio,23.4,Percent reconvicted
S12000017,Highland,Local Authority,2014/2015,Male,31-40 years,Mean,0.37,Average reconvictions per offender
S12000017,Highland,Local Authority,2017/2018,Male,31-40 years,Mean,0.45,Average reconvictions per offender
S12000017,Highland,Local Authority,2013/2014,Male,All,Mean,0.39,Average reconvictions per offender
S12000017,Highland,Local Authority,2016/2017,Male,31-40 years,Mean,0.39,Average reconvictions per offender
S12000017,Highland,Local Authority,2013/2014,Male,21-25 years,Mean,0.41,Average reconvictions per offender
S12000017,Highland,Local Authority,2017/2018,Male,All,Ratio,26,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2015/2016,Male,26-30 years,Mean,0.62,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,Male,26-30 years,Mean,0.63,Average reconvictions per offender
S12000017,Highland,Local Authority,2014/2015,Male,21-25 years,Mean,0.39,Average reconvictions per offender
S12000017,Highland,Local Authority,2015/2016,Male,Under 21 years,Mean,0.51,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2014/2015,Male,All,Mean,0.56,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2014/2015,Male,Under 21 years,Mean,0.6,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2017/2018,Male,Over 40 years,Ratio,20.9,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2015/2016,Male,Under 21 years,Ratio,32.5,Percent reconvicted
S12000018,Inverclyde,Local Authority,2012/2013,Male,21-25 years,Ratio,31,Percent reconvicted
S12000018,Inverclyde,Local Authority,2016/2017,Male,31-40 years,Mean,0.58,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2016/2017,Male,21-25 years,Ratio,38.2,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2012/2013,Male,21-25 years,Mean,0.5,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,Male,21-25 years,Mean,0.52,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2013/2014,Male,21-25 years,Mean,0.54,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2015/2016,Male,21-25 years,Mean,0.53,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2013/2014,Male,Under 21 years,Ratio,39.7,Percent reconvicted
S12000018,Inverclyde,Local Authority,2017/2018,Male,21-25 years,Ratio,40.7,Percent reconvicted
S12000018,Inverclyde,Local Authority,2017/2018,Male,26-30 years,Ratio,31.5,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2013/2014,Male,Under 21 years,Ratio,38.4,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2015/2016,Male,Over 40 years,Ratio,21.4,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2016/2017,Male,Under 21 years,Mean,0.78,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2017/2018,Male,26-30 years,Mean,0.48,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,Male,Over 40 years,Ratio,20.4,Percent reconvicted
S12000018,Inverclyde,Local Authority,2013/2014,Male,Over 40 years,Ratio,21.3,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2014/2015,Male,Under 21 years,Ratio,33.1,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2012/2013,Male,Under 21 years,Ratio,36.9,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2013/2014,Male,26-30 years,Ratio,29,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2015/2016,Male,Under 21 years,Mean,0.66,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2012/2013,Male,31-40 years,Mean,0.68,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,Male,All,Mean,0.5,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,Male,26-30 years,Ratio,26.8,Percent reconvicted
S12000018,Inverclyde,Local Authority,2015/2016,Male,26-30 years,Ratio,33.7,Percent reconvicted
S12000018,Inverclyde,Local Authority,2016/2017,Male,26-30 years,Mean,0.37,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2012/2013,Male,26-30 years,Ratio,28.9,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2015/2016,Male,26-30 years,Ratio,29.5,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2014/2015,Male,Under 21 years,Mean,0.61,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2012/2013,Male,Under 21 years,Mean,0.62,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,Male,21-25 years,Ratio,30.8,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2014/2015,Male,21-25 years,Mean,0.55,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2012/2013,Male,Over 40 years,Ratio,23.9,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2016/2017,Male,Over 40 years,Mean,0.44,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2013/2014,Male,Under 21 years,Mean,0.84,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2013/2014,Male,26-30 years,Ratio,37.6,Percent reconvicted
S12000018,Inverclyde,Local Authority,2015/2016,Male,Under 21 years,Mean,0.6,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,Male,Over 40 years,Mean,0.42,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,Male,Under 21 years,Ratio,39.2,Percent reconvicted
S12000018,Inverclyde,Local Authority,2014/2015,Male,Over 40 years,Mean,0.4,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2014/2015,Male,21-25 years,Ratio,34.4,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2017/2018,Male,Under 21 years,Mean,0.7,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2014/2015,Male,21-25 years,Ratio,26.8,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2012/2013,Male,All,Ratio,30.3,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,Male,All,Ratio,27.6,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,Male,31-40 years,Ratio,26.4,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2012/2013,Male,All,Mean,0.5,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,Male,21-25 years,Mean,0.49,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,Male,21-25 years,Ratio,31.1,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,Male,21-25 years,Ratio,31.3,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2014/2015,Male,All,Ratio,29.9,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2013/2014,Male,Under 21 years,Ratio,39,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2017/2018,Male,21-25 years,Ratio,27.9,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2015/2016,Male,21-25 years,Mean,0.38,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2016/2017,Male,Over 40 years,Ratio,17.4,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,Male,All,Mean,0.47,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2014/2015,Male,31-40 years,Mean,0.59,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,Male,Over 40 years,Ratio,19.8,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,Male,All,Ratio,28,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,Male,31-40 years,Mean,0.52,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2016/2017,Male,Under 21 years,Ratio,39.8,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,Male,21-25 years,Ratio,31.3,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2013/2014,Male,All,Ratio,27.5,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,Male,Under 21 years,Mean,0.71,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,Male,26-30 years,Ratio,31.1,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,Male,26-30 years,Ratio,31.6,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2012/2013,Male,Over 40 years,Ratio,20.2,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,Male,26-30 years,Ratio,20.9,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2013/2014,Male,26-30 years,Mean,0.46,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2013/2014,Male,Over 40 years,Mean,0.35,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2014/2015,Male,26-30 years,Ratio,27.9,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,Male,Under 21 years,Ratio,33.3,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2012/2013,Male,Over 40 years,Mean,0.33,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2013/2014,Male,Over 40 years,Mean,0.35,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2016/2017,Male,All,Ratio,28,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2017/2018,Male,31-40 years,Ratio,26.4,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,Male,31-40 years,Ratio,30.3,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2014/2015,Male,Over 40 years,Mean,0.33,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,Male,All,Ratio,30.3,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,Male,31-40 years,Ratio,30.3,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2014/2015,Male,21-25 years,Mean,0.4,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2013/2014,Male,31-40 years,Mean,0.46,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,Male,Under 21 years,Mean,0.53,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2014/2015,Male,Under 21 years,Ratio,38.6,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,Male,31-40 years,Mean,0.45,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,Male,Over 40 years,Ratio,6.7,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2015/2016,Male,31-40 years,Mean,0.45,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2016/2017,Male,Over 40 years,Mean,0.28,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,Male,All,Ratio,20.4,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,Male,Under 21 years,Mean,0.5,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2016/2017,Male,26-30 years,Ratio,30.8,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,Male,31-40 years,Ratio,31,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2017/2018,Male,26-30 years,Ratio,20.9,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,Male,21-25 years,Mean,0.52,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,Male,31-40 years,Ratio,35.5,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2015/2016,Male,All,Mean,0.43,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,Male,31-40 years,Mean,0.19,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,Male,26-30 years,Mean,0.2,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2014/2015,Male,26-30 years,Mean,0.62,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2013/2014,Male,31-40 years,Ratio,28.6,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2012/2013,Male,Under 21 years,Ratio,35.6,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2012/2013,Male,21-25 years,Mean,0.5,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2016/2017,Male,Under 21 years,Mean,0.69,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,Male,All,Ratio,24.6,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,Male,21-25 years,Ratio,18.2,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2013/2014,Male,All,Mean,0.44,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,Male,31-40 years,Ratio,35.5,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,Male,Under 21 years,Ratio,39.2,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,Male,26-30 years,Mean,0.53,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2015/2016,Male,Over 40 years,Mean,0.33,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,Male,Over 40 years,Ratio,18.9,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,Male,Under 21 years,Mean,0.69,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,Male,31-40 years,Ratio,31,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2012/2013,Male,Under 21 years,Mean,0.53,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2013/2014,Male,Under 21 years,Ratio,39,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,Male,All,Mean,0.42,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,Male,Under 21 years,Ratio,35.6,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2014/2015,Male,Under 21 years,Ratio,38.6,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2012/2013,Male,All,Mean,0.5,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,Male,26-30 years,Mean,0.35,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2017/2018,Male,21-25 years,Mean,0.44,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2017/2018,Male,Over 40 years,Mean,0.31,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2014/2015,Male,31-40 years,Ratio,36.1,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2017/2018,Male,Under 21 years,Ratio,33.3,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2015/2016,Male,All,Ratio,27.6,Percent reconvicted
