FeatureCode,DateCode,Measurement,Units,Value,Gender,Age
S12000038,2016/2017,Mean,Average reconvictions per offender,0.47,Male,All
S12000038,2014/2015,Mean,Average reconvictions per offender,0.59,Male,31-40 years
S12000038,2015/2016,Ratio,Percent reconvicted,19.8,Male,Over 40 years
S12000011,2016/2017,Ratio,Percent reconvicted,28,Male,All
S12000038,2016/2017,Mean,Average reconvictions per offender,0.52,Male,31-40 years
S12000011,2016/2017,Ratio,Percent reconvicted,39.8,Male,Under 21 years
S12000038,2016/2017,Ratio,Percent reconvicted,31.3,Male,21-25 years
S12000038,2013/2014,Ratio,Percent reconvicted,27.5,Male,All
S12000011,2015/2016,Mean,Average reconvictions per offender,0.71,Male,Under 21 years
S12000011,2012/2013,Ratio,Percent reconvicted,31.1,Male,26-30 years
S12000011,2015/2016,Ratio,Percent reconvicted,31.6,Male,26-30 years
S12000038,2012/2013,Ratio,Percent reconvicted,20.2,Male,Over 40 years
S12000011,2017/2018,Ratio,Percent reconvicted,20.9,Male,26-30 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.46,Male,26-30 years
S12000038,2013/2014,Mean,Average reconvictions per offender,0.35,Male,Over 40 years
S12000011,2014/2015,Ratio,Percent reconvicted,27.9,Male,26-30 years
S12000011,2017/2018,Ratio,Percent reconvicted,33.3,Male,Under 21 years
S12000038,2012/2013,Mean,Average reconvictions per offender,0.33,Male,Over 40 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.35,Male,Over 40 years
S12000038,2016/2017,Ratio,Percent reconvicted,28,Male,All
S12000038,2017/2018,Ratio,Percent reconvicted,26.4,Male,31-40 years
S12000038,2016/2017,Ratio,Percent reconvicted,30.3,Male,31-40 years
S12000038,2014/2015,Mean,Average reconvictions per offender,0.33,Male,Over 40 years
S12000011,2012/2013,Ratio,Percent reconvicted,30.3,Male,All
S12000011,2016/2017,Ratio,Percent reconvicted,30.3,Male,31-40 years
S12000038,2014/2015,Mean,Average reconvictions per offender,0.4,Male,21-25 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.46,Male,31-40 years
S12000011,2012/2013,Mean,Average reconvictions per offender,0.53,Male,Under 21 years
S12000038,2014/2015,Ratio,Percent reconvicted,38.6,Male,Under 21 years
S12000011,2015/2016,Mean,Average reconvictions per offender,0.45,Male,31-40 years
S12000013,2014/2015,Ratio,Percent reconvicted,6.7,Male,Over 40 years
S12000038,2015/2016,Mean,Average reconvictions per offender,0.45,Male,31-40 years
S12000011,2016/2017,Mean,Average reconvictions per offender,0.28,Male,Over 40 years
S12000013,2013/2014,Ratio,Percent reconvicted,20.4,Male,All
S12000013,2014/2015,Mean,Average reconvictions per offender,0.5,Male,Under 21 years
S12000038,2016/2017,Ratio,Percent reconvicted,30.8,Male,26-30 years
S12000011,2015/2016,Ratio,Percent reconvicted,31,Male,31-40 years
S12000038,2017/2018,Ratio,Percent reconvicted,20.9,Male,26-30 years
S12000011,2016/2017,Mean,Average reconvictions per offender,0.52,Male,21-25 years
S12000011,2012/2013,Ratio,Percent reconvicted,35.5,Male,31-40 years
S12000038,2015/2016,Mean,Average reconvictions per offender,0.43,Male,All
S12000013,2013/2014,Mean,Average reconvictions per offender,0.19,Male,31-40 years
S12000013,2013/2014,Mean,Average reconvictions per offender,0.2,Male,26-30 years
S12000038,2014/2015,Mean,Average reconvictions per offender,0.62,Male,26-30 years
S12000038,2013/2014,Ratio,Percent reconvicted,28.6,Male,31-40 years
S12000038,2012/2013,Ratio,Percent reconvicted,35.6,Male,Under 21 years
S12000013,2012/2013,Mean,Average reconvictions per offender,0.5,Male,21-25 years
S12000038,2016/2017,Mean,Average reconvictions per offender,0.69,Male,Under 21 years
S12000038,2017/2018,Ratio,Percent reconvicted,24.6,Male,All
S12000013,2014/2015,Ratio,Percent reconvicted,18.2,Male,21-25 years
S12000038,2013/2014,Mean,Average reconvictions per offender,0.44,Male,All
S12000038,2012/2013,Ratio,Percent reconvicted,35.5,Male,31-40 years
S12000011,2015/2016,Ratio,Percent reconvicted,39.2,Male,Under 21 years
S12000038,2016/2017,Mean,Average reconvictions per offender,0.53,Male,26-30 years
S12000011,2015/2016,Mean,Average reconvictions per offender,0.33,Male,Over 40 years
S12000038,2017/2018,Ratio,Percent reconvicted,18.9,Male,Over 40 years
S12000011,2016/2017,Mean,Average reconvictions per offender,0.69,Male,Under 21 years
S12000038,2015/2016,Ratio,Percent reconvicted,31,Male,31-40 years
S12000038,2012/2013,Mean,Average reconvictions per offender,0.53,Male,Under 21 years
S12000011,2013/2014,Ratio,Percent reconvicted,39,Male,Under 21 years
S12000011,2017/2018,Mean,Average reconvictions per offender,0.42,Male,All
S12000011,2012/2013,Ratio,Percent reconvicted,35.6,Male,Under 21 years
S12000011,2014/2015,Ratio,Percent reconvicted,38.6,Male,Under 21 years
S12000038,2012/2013,Mean,Average reconvictions per offender,0.5,Male,All
S12000038,2017/2018,Mean,Average reconvictions per offender,0.35,Male,26-30 years
S12000011,2017/2018,Mean,Average reconvictions per offender,0.44,Male,21-25 years
S12000011,2017/2018,Mean,Average reconvictions per offender,0.31,Male,Over 40 years
S12000011,2014/2015,Ratio,Percent reconvicted,36.1,Male,31-40 years
S12000038,2017/2018,Ratio,Percent reconvicted,33.3,Male,Under 21 years
S12000038,2015/2016,Ratio,Percent reconvicted,27.6,Male,All
S12000038,2013/2014,Ratio,Percent reconvicted,21,Male,Over 40 years
S12000038,2014/2015,Ratio,Percent reconvicted,36.1,Male,31-40 years
S12000011,2013/2014,Ratio,Percent reconvicted,28.6,Male,31-40 years
S12000011,2016/2017,Mean,Average reconvictions per offender,0.47,Male,All
S12000011,2012/2013,Ratio,Percent reconvicted,20.2,Male,Over 40 years
S12000011,2012/2013,Mean,Average reconvictions per offender,0.6,Male,31-40 years
S12000011,2013/2014,Ratio,Percent reconvicted,21,Male,Over 40 years
S12000041,2015/2016,Mean,Average reconvictions per offender,0.47,Male,21-25 years
S12000041,2015/2016,Ratio,Percent reconvicted,30.8,Male,Under 21 years
S12000041,2017/2018,Mean,Average reconvictions per offender,0.48,Male,21-25 years
S12000011,2017/2018,Ratio,Percent reconvicted,18.9,Male,Over 40 years
S12000041,2017/2018,Ratio,Percent reconvicted,35.6,Male,21-25 years
S12000011,2012/2013,Ratio,Percent reconvicted,31.1,Male,21-25 years
S12000011,2015/2016,Ratio,Percent reconvicted,19.8,Male,Over 40 years
S12000011,2014/2015,Ratio,Percent reconvicted,26.8,Male,21-25 years
S12000011,2017/2018,Mean,Average reconvictions per offender,0.45,Male,31-40 years
S12000041,2016/2017,Mean,Average reconvictions per offender,0.49,Male,26-30 years
S12000011,2017/2018,Ratio,Percent reconvicted,27.9,Male,21-25 years
S12000041,2015/2016,Ratio,Percent reconvicted,30.4,Male,31-40 years
S12000041,2012/2013,Mean,Average reconvictions per offender,0.61,Male,Under 21 years
S12000041,2017/2018,Mean,Average reconvictions per offender,0.66,Male,26-30 years
S12000011,2014/2015,Mean,Average reconvictions per offender,0.59,Male,31-40 years
S12000041,2013/2014,Ratio,Percent reconvicted,34,Male,Under 21 years
S12000041,2012/2013,Ratio,Percent reconvicted,28.7,Male,Under 21 years
S12000041,2012/2013,Ratio,Percent reconvicted,39.6,Male,21-25 years
S12000041,2014/2015,Ratio,Percent reconvicted,27.7,Male,All
S12000041,2014/2015,Ratio,Percent reconvicted,33.7,Male,Under 21 years
S12000010,2012/2013,Mean,Average reconvictions per offender,0.28,Male,Over 40 years
S12000010,2013/2014,Ratio,Percent reconvicted,32.5,Male,21-25 years
S12000010,2014/2015,Mean,Average reconvictions per offender,0.42,Male,All
S12000041,2016/2017,Ratio,Percent reconvicted,29.1,Male,21-25 years
S12000010,2013/2014,Ratio,Percent reconvicted,33.3,Male,31-40 years
S12000010,2012/2013,Ratio,Percent reconvicted,31.6,Male,21-25 years
S12000010,2012/2013,Mean,Average reconvictions per offender,0.53,Male,Under 21 years
S12000010,2015/2016,Ratio,Percent reconvicted,30,Male,21-25 years
S12000010,2012/2013,Ratio,Percent reconvicted,30.8,Male,26-30 years
S12000010,2015/2016,Mean,Average reconvictions per offender,0.43,Male,26-30 years
S12000041,2015/2016,Mean,Average reconvictions per offender,0.49,Male,All
S12000041,2016/2017,Mean,Average reconvictions per offender,0.44,Male,21-25 years
S12000010,2013/2014,Mean,Average reconvictions per offender,0.49,Male,21-25 years
S12000010,2013/2014,Ratio,Percent reconvicted,29.9,Male,All
S12000041,2015/2016,Ratio,Percent reconvicted,28.2,Male,All
S12000041,2017/2018,Mean,Average reconvictions per offender,0.62,Male,Under 21 years
S12000010,2015/2016,Mean,Average reconvictions per offender,0.06,Male,Over 40 years
S12000010,2012/2013,Ratio,Percent reconvicted,30.3,Male,All
S12000010,2012/2013,Mean,Average reconvictions per offender,0.52,Male,All
S12000010,2015/2016,Mean,Average reconvictions per offender,0.92,Male,Under 21 years
S12000041,2014/2015,Mean,Average reconvictions per offender,0.48,Male,All
S12000011,2014/2015,Ratio,Percent reconvicted,29.9,Male,All
S12000011,2016/2017,Mean,Average reconvictions per offender,0.52,Male,31-40 years
S12000011,2017/2018,Ratio,Percent reconvicted,24.6,Male,All
S12000011,2017/2018,Mean,Average reconvictions per offender,0.7,Male,Under 21 years
S12000038,2017/2018,Mean,Average reconvictions per offender,0.44,Male,21-25 years
S12000038,2017/2018,Mean,Average reconvictions per offender,0.42,Male,All
S12000011,2015/2016,Mean,Average reconvictions per offender,0.43,Male,All
S12000038,2013/2014,Ratio,Percent reconvicted,29.3,Male,21-25 years
S12000011,2012/2013,Mean,Average reconvictions per offender,0.54,Male,26-30 years
S12000038,2013/2014,Mean,Average reconvictions per offender,0.41,Male,21-25 years
S12000038,2016/2017,Mean,Average reconvictions per offender,0.52,Male,21-25 years
S12000011,2012/2013,Mean,Average reconvictions per offender,0.33,Male,Over 40 years
S12000038,2015/2016,Mean,Average reconvictions per offender,0.71,Male,Under 21 years
S12000011,2017/2018,Mean,Average reconvictions per offender,0.35,Male,26-30 years
S12000038,2013/2014,Ratio,Percent reconvicted,25.1,Male,26-30 years
S12000011,2013/2014,Ratio,Percent reconvicted,25.1,Male,26-30 years
S12000011,2015/2016,Mean,Average reconvictions per offender,0.48,Male,26-30 years
S12000038,2016/2017,Mean,Average reconvictions per offender,0.28,Male,Over 40 years
S12000011,2016/2017,Mean,Average reconvictions per offender,0.53,Male,26-30 years
S12000011,2014/2015,Mean,Average reconvictions per offender,0.62,Male,26-30 years
S12000011,2016/2017,Ratio,Percent reconvicted,30.8,Male,26-30 years
S12000038,2015/2016,Ratio,Percent reconvicted,26.2,Male,21-25 years
S12000011,2013/2014,Ratio,Percent reconvicted,29.3,Male,21-25 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.41,Male,21-25 years
S12000011,2015/2016,Mean,Average reconvictions per offender,0.38,Male,21-25 years
S12000041,2016/2017,Mean,Average reconvictions per offender,0.33,Male,Under 21 years
S12000041,2014/2015,Mean,Average reconvictions per offender,0.66,Male,Under 21 years
S12000041,2017/2018,Ratio,Percent reconvicted,26.2,Male,31-40 years
S12000041,2016/2017,Mean,Average reconvictions per offender,0.57,Male,31-40 years
S12000011,2014/2015,Ratio,Percent reconvicted,22.4,Male,Over 40 years
S12000011,2013/2014,Ratio,Percent reconvicted,27.5,Male,All
S12000011,2014/2015,Mean,Average reconvictions per offender,0.4,Male,21-25 years
S12000041,2016/2017,Ratio,Percent reconvicted,19.4,Male,Under 21 years
S12000041,2016/2017,Ratio,Percent reconvicted,33.6,Male,31-40 years
S12000041,2012/2013,Mean,Average reconvictions per offender,0.57,Male,26-30 years
S12000041,2016/2017,Ratio,Percent reconvicted,30.3,Male,26-30 years
S12000011,2014/2015,Mean,Average reconvictions per offender,0.74,Male,Under 21 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.44,Male,All
S12000011,2014/2015,Mean,Average reconvictions per offender,0.51,Male,All
S12000011,2015/2016,Ratio,Percent reconvicted,26.2,Male,21-25 years
S12000011,2012/2013,Mean,Average reconvictions per offender,0.49,Male,21-25 years
S12000041,2014/2015,Ratio,Percent reconvicted,34.3,Male,26-30 years
S12000011,2013/2014,Mean,Average reconvictions per offender,0.64,Male,Under 21 years
S12000011,2014/2015,Mean,Average reconvictions per offender,0.33,Male,Over 40 years
S12000036,2013/2014,Ratio,Percent reconvicted,32.6,Male,31-40 years
S12000014,2013/2014,Ratio,Percent reconvicted,32.2,Male,31-40 years
S12000014,2014/2015,Ratio,Percent reconvicted,29.1,Male,21-25 years
S12000014,2014/2015,Mean,Average reconvictions per offender,0.6,Male,Under 21 years
S12000014,2012/2013,Mean,Average reconvictions per offender,0.36,Male,Over 40 years
S12000014,2013/2014,Mean,Average reconvictions per offender,0.36,Male,Over 40 years
S12000036,2017/2018,Mean,Average reconvictions per offender,0.56,Male,26-30 years
S12000014,2016/2017,Mean,Average reconvictions per offender,0.52,Male,26-30 years
S12000036,2013/2014,Mean,Average reconvictions per offender,0.75,Male,26-30 years
S12000014,2014/2015,Mean,Average reconvictions per offender,0.61,Male,26-30 years
S12000036,2012/2013,Mean,Average reconvictions per offender,0.67,Male,26-30 years
S12000036,2015/2016,Mean,Average reconvictions per offender,0.59,Male,31-40 years
S12000036,2017/2018,Ratio,Percent reconvicted,31.1,Male,26-30 years
S12000036,2014/2015,Mean,Average reconvictions per offender,0.58,Male,All
S12000014,2014/2015,Ratio,Percent reconvicted,18.2,Male,Over 40 years
S12000014,2015/2016,Mean,Average reconvictions per offender,0.49,Male,All
S12000036,2017/2018,Ratio,Percent reconvicted,25.1,Male,21-25 years
S12000014,2016/2017,Mean,Average reconvictions per offender,0.56,Male,31-40 years
S12000014,2016/2017,Mean,Average reconvictions per offender,0.77,Male,Under 21 years
S12000014,2015/2016,Ratio,Percent reconvicted,39.5,Male,26-30 years
S12000014,2017/2018,Ratio,Percent reconvicted,31.4,Male,All
S12000036,2015/2016,Mean,Average reconvictions per offender,0.46,Male,26-30 years
S12000036,2014/2015,Mean,Average reconvictions per offender,0.64,Male,31-40 years
S12000013,2015/2016,Ratio,Percent reconvicted,40,Male,Under 21 years
S12000036,2016/2017,Mean,Average reconvictions per offender,0.62,Male,31-40 years
S12000013,2016/2017,Mean,Average reconvictions per offender,0.07,Male,21-25 years
S12000013,2016/2017,Ratio,Percent reconvicted,18.6,Male,All
S12000013,2014/2015,Mean,Average reconvictions per offender,0.63,Male,26-30 years
S12000013,2013/2014,Ratio,Percent reconvicted,20,Male,26-30 years
S12000036,2017/2018,Mean,Average reconvictions per offender,0.6,Male,31-40 years
S12000036,2012/2013,Ratio,Percent reconvicted,33,Male,26-30 years
S12000013,2013/2014,Mean,Average reconvictions per offender,0.25,Male,All
S12000036,2013/2014,Mean,Average reconvictions per offender,0.72,Male,31-40 years
S12000036,2014/2015,Mean,Average reconvictions per offender,0.62,Male,26-30 years
S12000036,2016/2017,Ratio,Percent reconvicted,29.6,Male,26-30 years
S12000013,2017/2018,Mean,Average reconvictions per offender,1.29,Male,Under 21 years
S12000014,2014/2015,Ratio,Percent reconvicted,26.5,Male,All
S12000014,2016/2017,Ratio,Percent reconvicted,31.3,Male,26-30 years
S12000036,2013/2014,Mean,Average reconvictions per offender,0.64,Male,All
S12000013,2016/2017,Mean,Average reconvictions per offender,0.36,Male,Under 21 years
S12000013,2017/2018,Mean,Average reconvictions per offender,0.34,Male,All
S12000036,2014/2015,Ratio,Percent reconvicted,33.9,Male,26-30 years
S12000013,2015/2016,Ratio,Percent reconvicted,16.7,Male,31-40 years
S12000013,2015/2016,Ratio,Percent reconvicted,16.3,Male,All
S12000014,2017/2018,Mean,Average reconvictions per offender,0.56,Male,31-40 years
S12000036,2013/2014,Mean,Average reconvictions per offender,0.53,Male,Over 40 years
S12000036,2013/2014,Mean,Average reconvictions per offender,0.71,Male,Under 21 years
S12000014,2012/2013,Ratio,Percent reconvicted,36.5,Male,21-25 years
S12000014,2015/2016,Mean,Average reconvictions per offender,0.5,Male,21-25 years
S12000036,2016/2017,Mean,Average reconvictions per offender,0.68,Male,Under 21 years
S12000036,2016/2017,Mean,Average reconvictions per offender,0.47,Male,21-25 years
S12000014,2014/2015,Mean,Average reconvictions per offender,0.44,Male,31-40 years
S12000014,2013/2014,Ratio,Percent reconvicted,30,Male,All
S12000014,2012/2013,Ratio,Percent reconvicted,18.9,Male,Over 40 years
S12000036,2014/2015,Mean,Average reconvictions per offender,0.55,Male,21-25 years
S12000036,2012/2013,Ratio,Percent reconvicted,34.8,Male,Under 21 years
S12000036,2015/2016,Mean,Average reconvictions per offender,0.76,Male,Under 21 years
S12000036,2015/2016,Ratio,Percent reconvicted,37.5,Male,Under 21 years
S12000036,2014/2015,Mean,Average reconvictions per offender,0.75,Male,Under 21 years
S12000014,2012/2013,Ratio,Percent reconvicted,31.5,Male,All
S12000036,2016/2017,Ratio,Percent reconvicted,36.1,Male,Under 21 years
S12000014,2013/2014,Ratio,Percent reconvicted,35.1,Male,Under 21 years
S12000036,2016/2017,Mean,Average reconvictions per offender,0.34,Male,Over 40 years
S12000014,2016/2017,Ratio,Percent reconvicted,29.4,Male,31-40 years
S12000014,2014/2015,Ratio,Percent reconvicted,30,Male,26-30 years
S12000036,2017/2018,Mean,Average reconvictions per offender,0.54,Male,Under 21 years
S12000036,2015/2016,Mean,Average reconvictions per offender,0.45,Male,21-25 years
S12000014,2012/2013,Mean,Average reconvictions per offender,0.66,Male,26-30 years
S12000014,2017/2018,Ratio,Percent reconvicted,30.9,Male,31-40 years
S12000036,2017/2018,Mean,Average reconvictions per offender,0.41,Male,21-25 years
S12000036,2014/2015,Ratio,Percent reconvicted,30.8,Male,All
S12000014,2012/2013,Mean,Average reconvictions per offender,0.56,Male,31-40 years
S12000014,2015/2016,Mean,Average reconvictions per offender,0.61,Male,Under 21 years
S12000014,2015/2016,Ratio,Percent reconvicted,28.6,Male,21-25 years
S12000014,2016/2017,Mean,Average reconvictions per offender,0.47,Male,21-25 years
S12000014,2013/2014,Ratio,Percent reconvicted,18.5,Male,Over 40 years
