FeatureCode,DateCode,Measurement,Units,Value,Indicator (travel to work)
S92000003,2009,Ratio,Percent Of Journeys,2.3,% Cycling Journeys To Work
S92000003,2001,Ratio,Percent Of Journeys,3,% Education Journeys
S92000003,2005,Ratio,Percent Of Journeys,3.2,% Education Journeys
S92000003,2004,Ratio,Percent Of Journeys,3.1,% Education Journeys
S92000003,2000,Ratio,Percent Of Journeys,23.2,% Commuting Journeys
S92000003,2002,Ratio,Percent Of Journeys,3.1,% Train Journeys To Work
S92000003,2006,Ratio,Percent Of Journeys,3.3,% Education Journeys
S92000003,2010,Ratio,Percent Of Journeys,3.6,% Train Journeys To Work
S92000003,2009,Ratio,Percent Of Journeys,3.7,% Train Journeys To Work
S92000003,2008,Ratio,Percent Of Journeys,4.3,% Train Journeys To Work
S92000003,2015,Ratio,Percent Of Journeys,6.8,% Education Journeys
S92000003,2007,Ratio,Percent Of Journeys,3.2,% Education Journeys
S92000003,1999,Ratio,Percent Of Journeys,3,% Education Journeys
S92000003,2006,Ratio,Percent Of Journeys,3.6,% Train Journeys To Work
S92000003,2007,Ratio,Percent Of Journeys,3.5,% Train Journeys To Work
S92000003,2000,Ratio,Percent Of Journeys,2.3,% Train Journeys To Work
S92000003,2011,Ratio,Percent Of Journeys,3.9,% Train Journeys To Work
S92000003,2012,Ratio,Percent Of Journeys,4.3,% Train Journeys To Work
S92000003,2005,Ratio,Percent Of Journeys,3.9,% Train Journeys To Work
S92000003,2002,Ratio,Percent Of Journeys,24.3,% Commuting Journeys
S92000003,2018,Ratio,Percent Of Journeys,23,% Shopping Journeys
S92000003,2017,Ratio,Percent Of Journeys,3,% Cycling Journeys To Work
S92000003,2003,Ratio,Percent Of Journeys,24.9,% Commuting Journeys
S92000003,2017,Ratio,Percent Of Journeys,24.7,% Commuting Journeys
S92000003,2007,Ratio,Percent Of Journeys,1.7,% Cycling Journeys To Work
S92000003,2018,Ratio,Percent Of Journeys,6,% Education Journeys
S92000003,2010,Ratio,Percent Of Journeys,2.3,% Cycling Journeys To Work
S92000003,2019,Ratio,Percent Of Journeys,2.7,% Cycling Journeys To Work
S92000003,2017,Ratio,Percent Of Journeys,6.6,% Education Journeys
S92000003,2019,Ratio,Percent Of Journeys,5.6,% Education Journeys
S92000003,2011,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S92000003,2000,Ratio,Percent Of Journeys,1.7,% Cycling Journeys To Work
S92000003,1999,Ratio,Percent Of Journeys,1.7,% Cycling Journeys To Work
S92000003,2016,Ratio,Percent Of Journeys,23.4,% Commuting Journeys
S92000003,2002,Ratio,Percent Of Journeys,3.3,% Education Journeys
S92000003,2009,Ratio,Percent Of Journeys,3.6,% Education Journeys
S92000003,2008,Ratio,Percent Of Journeys,2.3,% Cycling Journeys To Work
S92000003,2012,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S92000003,2014,Ratio,Percent Of Journeys,23,% Commuting Journeys
S92000003,2018,Ratio,Percent Of Journeys,2.8,% Cycling Journeys To Work
S92000003,2001,Ratio,Percent Of Journeys,23.9,% Commuting Journeys
S92000003,1999,Ratio,Percent Of Journeys,22.7,% Commuting Journeys
S92000003,2013,Ratio,Percent Of Journeys,12.9,% Walking Journeys To Work
S92000003,2014,Ratio,Percent Of Journeys,12.9,% Walking Journeys To Work
S92000003,2012,Ratio,Percent Of Journeys,13.6,% Walking Journeys To Work
S92000003,2017,Ratio,Percent Of Journeys,12,% Walking Journeys To Work
S92000003,2003,Ratio,Percent Of Journeys,53.5,% Child Journeys To School By Walking/Cycling
S92000003,2015,Ratio,Percent Of Journeys,13.6,% Walking Journeys To Work
S92000003,2003,Ratio,Percent Of Journeys,1.8,% Cycling Journeys To Work
S92000003,2002,Ratio,Percent Of Journeys,1.6,% Cycling Journeys To Work
S92000003,2013,Ratio,Percent Of Journeys,2.5,% Cycling Journeys To Work
S92000003,2011,Ratio,Percent Of Journeys,12.9,% Walking Journeys To Work
S92000003,2010,Ratio,Percent Of Journeys,13.4,% Walking Journeys To Work
S92000003,2015,Ratio,Percent Of Journeys,2.2,% Cycling Journeys To Work
S92000003,2007,Ratio,Percent Of Journeys,11.9,% Walking Journeys To Work
S92000003,2000,Ratio,Percent Of Journeys,13.7,% Walking Journeys To Work
S92000003,2008,Ratio,Percent Of Journeys,12.5,% Walking Journeys To Work
S92000003,2018,Ratio,Percent Of Journeys,2.7,% Business Journeys
S92000003,1999,Ratio,Percent Of Journeys,13.7,% Walking Journeys To Work
S92000003,2001,Ratio,Percent Of Journeys,13.1,% Walking Journeys To Work
S92000003,2005,Ratio,Percent Of Journeys,12.7,% Walking Journeys To Work
S92000003,2005,Ratio,Percent Of Journeys,53.1,% Child Journeys To School By Walking/Cycling
S92000003,2012,Ratio,Percent Of Journeys,52.2,% Child Journeys To School By Walking/Cycling
S92000003,2018,Ratio,Percent Of Journeys,24.3,% Commuting Journeys
S92000003,2009,Ratio,Percent Of Journeys,12.9,% Walking Journeys To Work
S92000003,2006,Ratio,Percent Of Journeys,13.8,% Walking Journeys To Work
S92000003,2003,Ratio,Percent Of Journeys,3.1,% Education Journeys
S92000003,2010,Ratio,Percent Of Journeys,3.5,% Education Journeys
S92000003,2008,Ratio,Percent Of Journeys,3.1,% Education Journeys
S92000003,2013,Ratio,Percent Of Journeys,4,% Train Journeys To Work
S92000003,2004,Ratio,Percent Of Journeys,1.9,% Cycling Journeys To Work
S92000003,1999,Ratio,Percent Of Journeys,54.6,% Child Journeys To School By Walking/Cycling
S92000003,2017,Ratio,Percent Of Journeys,5.1,% Train Journeys To Work
S92000003,2013,Ratio,Percent Of Journeys,6.4,% Education Journeys
S92000003,2000,Ratio,Percent Of Journeys,3.1,% Education Journeys
S92000003,2016,Ratio,Percent Of Journeys,6.6,% Education Journeys
S92000003,2012,Ratio,Percent Of Journeys,6.2,% Education Journeys
S92000003,2014,Ratio,Percent Of Journeys,6.6,% Education Journeys
S92000003,2016,Ratio,Percent Of Journeys,5.2,% Train Journeys To Work
S92000003,2015,Ratio,Percent Of Journeys,4.4,% Train Journeys To Work
S92000003,2008,Ratio,Percent Of Journeys,50.3,% Child Journeys To School By Walking/Cycling
S92000003,2001,Ratio,Percent Of Journeys,1.7,% Cycling Journeys To Work
S92000003,2018,Ratio,Percent Of Journeys,11.8,% Walking Journeys To Work
S92000003,2019,Ratio,Percent Of Journeys,12,% Walking Journeys To Work
S92000003,2005,Ratio,Percent Of Journeys,1.6,% Cycling Journeys To Work
S92000003,2006,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S92000003,2014,Ratio,Percent Of Journeys,4.2,% Train Journeys To Work
S92000003,2019,Ratio,Percent Of Journeys,5.4,% Train Journeys To Work
S92000003,2018,Ratio,Percent Of Journeys,5.5,% Train Journeys To Work
S92000003,2016,Ratio,Percent Of Journeys,53.2,% Child Journeys To School By Walking/Cycling
S92000003,2011,Ratio,Percent Of Journeys,52,% Child Journeys To School By Walking/Cycling
S92000003,2002,Ratio,Percent Of Journeys,56.2,% Child Journeys To School By Walking/Cycling
S92000003,2017,Ratio,Percent Of Journeys,52.4,% Child Journeys To School By Walking/Cycling
S92000003,2010,Ratio,Percent Of Journeys,51.1,% Child Journeys To School By Walking/Cycling
S92000003,2007,Ratio,Percent Of Journeys,53.6,% Child Journeys To School By Walking/Cycling
S92000003,2009,Ratio,Percent Of Journeys,51,% Child Journeys To School By Walking/Cycling
S92000003,2001,Ratio,Percent Of Journeys,52.4,% Child Journeys To School By Walking/Cycling
S92000003,2000,Ratio,Percent Of Journeys,54.5,% Child Journeys To School By Walking/Cycling
S92000003,2004,Ratio,Percent Of Journeys,52.1,% Child Journeys To School By Walking/Cycling
S92000003,2019,Ratio,Percent Of Journeys,53.7,% Child Journeys To School By Walking/Cycling
S92000003,2006,Ratio,Percent Of Journeys,52,% Child Journeys To School By Walking/Cycling
S92000003,2014,Ratio,Percent Of Journeys,52.8,% Child Journeys To School By Walking/Cycling
S92000003,2013,Ratio,Percent Of Journeys,52.9,% Child Journeys To School By Walking/Cycling
S92000003,2015,Ratio,Percent Of Journeys,50,% Child Journeys To School By Walking/Cycling
S92000003,2010,Ratio,Percent Of Journeys,26.5,% Commuting Journeys
S12000005,2019,Ratio,Percent Of Journeys,2,% Walking Journeys To Work
S12000005,2017,Ratio,Percent Of Journeys,1.3,% Business Journeys
S12000005,2007,Ratio,Percent Of Journeys,1,% Business Journeys
S12000005,2018,Ratio,Percent Of Journeys,0,% Business Journeys
S12000005,2015,Ratio,Percent Of Journeys,51.1,% Child Journeys To School By Walking/Cycling
S12000005,2018,Ratio,Percent Of Journeys,6,% Bus Journeys To Work
S12000005,2009,Ratio,Percent Of Journeys,8.1,% Walking Journeys To Work
S12000005,2005,Ratio,Percent Of Journeys,6,% Business Journeys
S12000005,1999,Ratio,Percent Of Journeys,5.1,% Business Journeys
S12000005,2009,Ratio,Percent Of Journeys,0.7,% Business Journeys
S12000005,2015,Ratio,Percent Of Journeys,6,% Business Journeys
S12000005,2012,Ratio,Percent Of Journeys,1.3,% Business Journeys
S12000005,2001,Ratio,Percent Of Journeys,2.2,% Business Journeys
S12000005,2007,Ratio,Percent Of Journeys,8.3,% Walking Journeys To Work
S12000005,2016,Ratio,Percent Of Journeys,4.2,% Business Journeys
S12000005,2003,Ratio,Percent Of Journeys,2.4,% Business Journeys
S12000005,2018,Ratio,Percent Of Journeys,30,% Shopping Journeys
S12000005,2019,Ratio,Percent Of Journeys,16,% Commuting Journeys
S12000005,2017,Ratio,Percent Of Journeys,1.8,% Bus Journeys To Work
S12000005,2009,Ratio,Percent Of Journeys,25.3,% Commuting Journeys
S12000005,2012,Ratio,Percent Of Journeys,21.9,% Commuting Journeys
S12000005,2017,Ratio,Percent Of Journeys,36.2,% Commuting Journeys
S12000005,2018,Ratio,Percent Of Journeys,7,% Walking Journeys To Work
S12000005,2014,Ratio,Percent Of Journeys,23.9,% Shopping Journeys
S12000005,2016,Ratio,Percent Of Journeys,26.4,% Shopping Journeys
S12000005,2013,Ratio,Percent Of Journeys,23.5,% Shopping Journeys
S12000005,2017,Ratio,Percent Of Journeys,0.5,% Train Journeys To Work
S12000005,2018,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000005,1999,Ratio,Percent Of Journeys,1.9,% Cycling Journeys To Work
S12000005,2013,Ratio,Percent Of Journeys,10.9,% Walking Journeys To Work
S12000005,2001,Ratio,Percent Of Journeys,22.7,% Commuting Journeys
S12000005,2005,Ratio,Percent Of Journeys,23,% Commuting Journeys
S12000005,2007,Ratio,Percent Of Journeys,23.9,% Commuting Journeys
S12000005,2016,Ratio,Percent Of Journeys,8.5,% Walking Journeys To Work
S12000005,2016,Ratio,Percent Of Journeys,51.7,% Child Journeys To School By Walking/Cycling
S12000005,2003,Ratio,Percent Of Journeys,21.8,% Commuting Journeys
S12000005,2017,Ratio,Percent Of Journeys,5.9,% Walking Journeys To Work
S12000005,2015,Ratio,Percent Of Journeys,7.6,% Walking Journeys To Work
S12000005,1999,Ratio,Percent Of Journeys,18.6,% Commuting Journeys
S12000005,2015,Ratio,Percent Of Journeys,24.2,% Commuting Journeys
S12000005,2014,Ratio,Percent Of Journeys,21,% Commuting Journeys
S12000005,2014,Ratio,Percent Of Journeys,6.9,% Walking Journeys To Work
S12000005,2003,Ratio,Percent Of Journeys,4.9,% Bus Journeys To Work
S12000005,2005,Ratio,Percent Of Journeys,2,% Health Journeys
S12000005,2001,Ratio,Percent Of Journeys,8,% Bus Journeys To Work
S12000005,2009,Ratio,Percent Of Journeys,2.4,% Health Journeys
S12000005,2012,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000005,2007,Ratio,Percent Of Journeys,2.4,% Health Journeys
S12000005,1999,Ratio,Percent Of Journeys,3.9,% Bus Journeys To Work
S12000005,2015,Ratio,Percent Of Journeys,8,% Bus Journeys To Work
S12000005,2014,Ratio,Percent Of Journeys,4.4,% Bus Journeys To Work
S12000005,2005,Ratio,Percent Of Journeys,6.2,% Bus Journeys To Work
S12000005,2007,Ratio,Percent Of Journeys,6.5,% Bus Journeys To Work
S12000005,2016,Ratio,Percent Of Journeys,6.1,% Bus Journeys To Work
S12000005,2014,Ratio,Percent Of Journeys,3.3,% Health Journeys
S12000005,2013,Ratio,Percent Of Journeys,1.9,% Health Journeys
S12000005,2001,Ratio,Percent Of Journeys,2,% Health Journeys
S12000005,2019,Ratio,Percent Of Journeys,2,% Health Journeys
S12000005,2018,Ratio,Percent Of Journeys,2,% Health Journeys
S12000005,2007,Ratio,Percent Of Journeys,1.4,% Cycling Journeys To Work
S12000005,2009,Ratio,Percent Of Journeys,4.9,% Bus Journeys To Work
S12000005,2012,Ratio,Percent Of Journeys,3.1,% Bus Journeys To Work
S12000005,2015,Ratio,Percent Of Journeys,1.8,% Health Journeys
S12000005,2016,Ratio,Percent Of Journeys,3.8,% Health Journeys
S12000005,2003,Ratio,Percent Of Journeys,2.8,% Health Journeys
S12000005,1999,Ratio,Percent Of Journeys,1.9,% Health Journeys
S12000005,2005,Ratio,Percent Of Journeys,2.7,% Cycling Journeys To Work
S12000005,2001,Ratio,Percent Of Journeys,2.2,% Cycling Journeys To Work
S12000005,2003,Ratio,Percent Of Journeys,7.5,% Walking Journeys To Work
S12000005,2017,Ratio,Percent Of Journeys,5.6,% Health Journeys
S12000005,2019,Ratio,Percent Of Journeys,2,% Business Journeys
S12000005,2003,Ratio,Percent Of Journeys,0.3,% Cycling Journeys To Work
S12000005,2001,Ratio,Percent Of Journeys,8.4,% Walking Journeys To Work
S12000005,1999,Ratio,Percent Of Journeys,10,% Walking Journeys To Work
S12000005,2012,Ratio,Percent Of Journeys,18.2,% Walking Journeys To Work
S12000005,2014,Ratio,Percent Of Journeys,1.4,% Business Journeys
S12000005,2005,Ratio,Percent Of Journeys,11.4,% Walking Journeys To Work
S12000005,2013,Ratio,Percent Of Journeys,2.4,% Business Journeys
S12000005,2012,Ratio,Percent Of Journeys,29.5,% Shopping Journeys
S12000005,2013,Ratio,Percent Of Journeys,28.3,% Commuting Journeys
S12000005,2007,Ratio,Percent Of Journeys,24.1,% Shopping Journeys
S12000005,2018,Ratio,Percent Of Journeys,19,% Commuting Journeys
S12000005,2013,Ratio,Percent Of Journeys,1,% Bus Journeys To Work
S12000005,2016,Ratio,Percent Of Journeys,25.9,% Commuting Journeys
S12000005,2005,Ratio,Percent Of Journeys,20,% Shopping Journeys
S12000005,2001,Ratio,Percent Of Journeys,20,% Shopping Journeys
S12000005,2003,Ratio,Percent Of Journeys,24.5,% Shopping Journeys
S12000005,2009,Ratio,Percent Of Journeys,18.6,% Shopping Journeys
S12000005,1999,Ratio,Percent Of Journeys,22,% Shopping Journeys
S12000005,2019,Ratio,Percent Of Journeys,4,% Education Journeys
S12000005,2007,Ratio,Percent Of Journeys,1.7,% Education Journeys
S12000005,2003,Ratio,Percent Of Journeys,43.8,% Child Journeys To School By Walking/Cycling
S12000005,2013,Ratio,Percent Of Journeys,4.7,% Education Journeys
S12000005,2019,Ratio,Percent Of Journeys,1,% Train Journeys To Work
S12000005,1999,Ratio,Percent Of Journeys,2.5,% Education Journeys
S12000005,2016,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000005,2017,Ratio,Percent Of Journeys,3.2,% Education Journeys
S12000005,2015,Ratio,Percent Of Journeys,4.3,% Cycling Journeys To Work
S12000005,2016,Ratio,Percent Of Journeys,4.9,% Education Journeys
S12000005,2016,Ratio,Percent Of Journeys,4.1,% Train Journeys To Work
S12000005,2005,Ratio,Percent Of Journeys,2,% Education Journeys
S12000005,2019,Ratio,Percent Of Journeys,1,% Bus Journeys To Work
S12000005,2001,Ratio,Percent Of Journeys,1.8,% Education Journeys
S12000005,2001,Ratio,Percent Of Journeys,59.8,% Child Journeys To School By Walking/Cycling
S12000005,2014,Ratio,Percent Of Journeys,4.9,% Education Journeys
S12000005,2015,Ratio,Percent Of Journeys,9.9,% Education Journeys
S12000005,2018,Ratio,Percent Of Journeys,4,% Education Journeys
S12000005,2017,Ratio,Percent Of Journeys,22.3,% Shopping Journeys
S12000005,2014,Ratio,Percent Of Journeys,58.4,% Child Journeys To School By Walking/Cycling
S12000005,2009,Ratio,Percent Of Journeys,50.2,% Child Journeys To School By Walking/Cycling
S12000005,2012,Ratio,Percent Of Journeys,60.2,% Child Journeys To School By Walking/Cycling
S12000005,2013,Ratio,Percent Of Journeys,8.2,% Cycling Journeys To Work
S12000005,2012,Ratio,Percent Of Journeys,7.9,% Education Journeys
S12000005,2017,Ratio,Percent Of Journeys,1.4,% Cycling Journeys To Work
S12000005,2014,Ratio,Percent Of Journeys,3.6,% Train Journeys To Work
S12000005,2012,Ratio,Percent Of Journeys,4.3,% Cycling Journeys To Work
S12000005,2014,Ratio,Percent Of Journeys,4.6,% Cycling Journeys To Work
S12000005,2009,Ratio,Percent Of Journeys,0.7,% Cycling Journeys To Work
S12000005,2009,Ratio,Percent Of Journeys,5.2,% Education Journeys
S12000005,2013,Ratio,Percent Of Journeys,53.3,% Child Journeys To School By Walking/Cycling
S12000005,2018,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000005,2003,Ratio,Percent Of Journeys,2.1,% Education Journeys
S12000005,2007,Ratio,Percent Of Journeys,3.2,% Train Journeys To Work
S12000005,2019,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000005,2019,Ratio,Percent Of Journeys,24,% Shopping Journeys
S12000005,2009,Ratio,Percent Of Journeys,0.3,% Train Journeys To Work
S12000005,1999,Ratio,Percent Of Journeys,66.9,% Child Journeys To School By Walking/Cycling
S12000005,2005,Ratio,Percent Of Journeys,53.3,% Child Journeys To School By Walking/Cycling
S12000005,2003,Ratio,Percent Of Journeys,0.5,% Train Journeys To Work
S12000005,2005,Ratio,Percent Of Journeys,3.1,% Train Journeys To Work
S12000005,2015,Ratio,Percent Of Journeys,19.3,% Shopping Journeys
S12000005,2012,Ratio,Percent Of Journeys,2.2,% Train Journeys To Work
S12000005,2001,Ratio,Percent Of Journeys,0.5,% Train Journeys To Work
S12000005,2013,Ratio,Percent Of Journeys,4.2,% Train Journeys To Work
S12000005,2015,Ratio,Percent Of Journeys,0.8,% Train Journeys To Work
S12000005,1999,Ratio,Percent Of Journeys,0.9,% Train Journeys To Work
S12000005,2007,Ratio,Percent Of Journeys,47.7,% Child Journeys To School By Walking/Cycling
S12000006,2013,Ratio,Percent Of Journeys,20.2,% Walking Journeys To Work
S12000006,2015,Ratio,Percent Of Journeys,23.4,% Walking Journeys To Work
S12000006,2017,Ratio,Percent Of Journeys,3.1,% Health Journeys
S12000006,2001,Ratio,Percent Of Journeys,16.4,% Walking Journeys To Work
S12000006,2018,Ratio,Percent Of Journeys,6,% Education Journeys
S12000006,2019,Ratio,Percent Of Journeys,10,% Business Journeys
S12000006,2017,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S12000006,2009,Ratio,Percent Of Journeys,1,% Business Journeys
S12000006,2016,Ratio,Percent Of Journeys,47.3,% Child Journeys To School By Walking/Cycling
S12000006,2012,Ratio,Percent Of Journeys,2.2,% Business Journeys
S12000006,2001,Ratio,Percent Of Journeys,5,% Business Journeys
S12000006,2012,Ratio,Percent Of Journeys,48.3,% Child Journeys To School By Walking/Cycling
S12000006,1999,Ratio,Percent Of Journeys,4.3,% Cycling Journeys To Work
S12000006,2005,Ratio,Percent Of Journeys,6,% Business Journeys
S12000006,2015,Ratio,Percent Of Journeys,8.3,% Business Journeys
S12000006,2019,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000006,2019,Ratio,Percent Of Journeys,4,% Bus Journeys To Work
S12000006,2007,Ratio,Percent Of Journeys,2.2,% Business Journeys
S12000006,2013,Ratio,Percent Of Journeys,3.4,% Business Journeys
S12000006,1999,Ratio,Percent Of Journeys,5.5,% Business Journeys
S12000006,2003,Ratio,Percent Of Journeys,3.8,% Business Journeys
S12000006,2003,Ratio,Percent Of Journeys,23.9,% Commuting Journeys
S12000006,1999,Ratio,Percent Of Journeys,21.3,% Walking Journeys To Work
S12000006,2003,Ratio,Percent Of Journeys,48.1,% Child Journeys To School By Walking/Cycling
S12000006,2005,Ratio,Percent Of Journeys,46.4,% Child Journeys To School By Walking/Cycling
S12000006,2001,Ratio,Percent Of Journeys,52.6,% Child Journeys To School By Walking/Cycling
S12000006,2014,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000006,2013,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000006,2007,Ratio,Percent Of Journeys,27.9,% Commuting Journeys
S12000006,2013,Ratio,Percent Of Journeys,4.7,% Cycling Journeys To Work
