area_code,reference_area,area_type,year,indicator,value,units
S92000003,NA,NA,2003,% Walking Journeys To Work,12.6,Percent Of Journeys
S92000003,NA,NA,2008,% Business Journeys,1.2,Percent Of Journeys
S92000003,NA,NA,2000,% Business Journeys,4.5,Percent Of Journeys
S92000003,NA,NA,2002,% Business Journeys,4,Percent Of Journeys
S92000003,NA,NA,2001,% Business Journeys,4,Percent Of Journeys
S92000003,NA,NA,2013,% Health Journeys,1.9,Percent Of Journeys
S92000003,NA,NA,2019,% Health Journeys,2.2,Percent Of Journeys
S92000003,NA,NA,1999,% Business Journeys,4.4,Percent Of Journeys
S92000003,NA,NA,2008,% Health Journeys,2.4,Percent Of Journeys
S92000003,NA,NA,2007,% Health Journeys,2.5,Percent Of Journeys
S92000003,NA,NA,2018,% Health Journeys,2.5,Percent Of Journeys
S92000003,NA,NA,2010,% Health Journeys,2.5,Percent Of Journeys
S92000003,NA,NA,2012,% Health Journeys,2.2,Percent Of Journeys
S92000003,NA,NA,2009,% Health Journeys,2.5,Percent Of Journeys
S92000003,NA,NA,2013,% Shopping Journeys,23,Percent Of Journeys
S92000003,NA,NA,2006,% Commuting Journeys,25.6,Percent Of Journeys
S92000003,NA,NA,2004,% Shopping Journeys,22.9,Percent Of Journeys
S92000003,NA,NA,2007,% Commuting Journeys,23.9,Percent Of Journeys
S92000003,NA,NA,2012,% Commuting Journeys,23.4,Percent Of Journeys
S92000003,NA,NA,2016,% Shopping Journeys,23.4,Percent Of Journeys
S92000003,NA,NA,2008,% Commuting Journeys,24.2,Percent Of Journeys
S92000003,NA,NA,2014,% Shopping Journeys,22.6,Percent Of Journeys
S92000003,NA,NA,2018,% Bus Journeys To Work,10.1,Percent Of Journeys
S92000003,NA,NA,2002,% Shopping Journeys,22.9,Percent Of Journeys
S92000003,NA,NA,2003,% Shopping Journeys,23,Percent Of Journeys
S92000003,NA,NA,2019,% Shopping Journeys,23.6,Percent Of Journeys
S92000003,NA,NA,2006,% Shopping Journeys,21.3,Percent Of Journeys
S92000003,NA,NA,2010,% Shopping Journeys,23.3,Percent Of Journeys
S92000003,NA,NA,2005,% Shopping Journeys,21.2,Percent Of Journeys
S92000003,NA,NA,2009,% Shopping Journeys,23.1,Percent Of Journeys
S92000003,NA,NA,2015,% Shopping Journeys,23.8,Percent Of Journeys
S92000003,NA,NA,2012,% Shopping Journeys,23.1,Percent Of Journeys
S92000003,NA,NA,2001,% Shopping Journeys,23.2,Percent Of Journeys
S92000003,NA,NA,1999,% Shopping Journeys,22.3,Percent Of Journeys
S92000003,NA,NA,2009,% Commuting Journeys,25.1,Percent Of Journeys
S92000003,NA,NA,2007,% Shopping Journeys,23.1,Percent Of Journeys
S92000003,NA,NA,2008,% Shopping Journeys,22.8,Percent Of Journeys
S92000003,NA,NA,2000,% Shopping Journeys,22,Percent Of Journeys
S92000003,NA,NA,2008,% Bus Journeys To Work,12.1,Percent Of Journeys
S92000003,NA,NA,2005,% Bus Journeys To Work,12.1,Percent Of Journeys
S92000003,NA,NA,2007,% Bus Journeys To Work,12.7,Percent Of Journeys
S92000003,NA,NA,2018,% Child Journeys To School By Walking/Cycling,54.2,Percent Of Journeys
S92000003,NA,NA,2001,% Bus Journeys To Work,12.2,Percent Of Journeys
S92000003,NA,NA,2006,% Bus Journeys To Work,11.8,Percent Of Journeys
S92000003,NA,NA,2013,% Bus Journeys To Work,11.3,Percent Of Journeys
S92000003,NA,NA,2016,% Bus Journeys To Work,10.4,Percent Of Journeys
S92000003,NA,NA,2004,% Commuting Journeys,24.5,Percent Of Journeys
S92000003,NA,NA,2014,% Bus Journeys To Work,10.1,Percent Of Journeys
S92000003,NA,NA,2004,% Bus Journeys To Work,12.7,Percent Of Journeys
S92000003,NA,NA,2015,% Bus Journeys To Work,11.2,Percent Of Journeys
S92000003,NA,NA,2010,% Bus Journeys To Work,10.8,Percent Of Journeys
S92000003,NA,NA,2009,% Bus Journeys To Work,12.1,Percent Of Journeys
S92000003,NA,NA,1999,% Bus Journeys To Work,12.1,Percent Of Journeys
S92000003,NA,NA,2017,% Bus Journeys To Work,9.8,Percent Of Journeys
S92000003,NA,NA,2017,% Shopping Journeys,23.3,Percent Of Journeys
S92000003,NA,NA,2019,% Bus Journeys To Work,9.6,Percent Of Journeys
S92000003,NA,NA,2003,% Bus Journeys To Work,11.6,Percent Of Journeys
S92000003,NA,NA,2002,% Bus Journeys To Work,12.2,Percent Of Journeys
S92000003,NA,NA,2000,% Bus Journeys To Work,12.5,Percent Of Journeys
S92000003,NA,NA,2012,% Bus Journeys To Work,10.1,Percent Of Journeys
S92000003,NA,NA,2011,% Bus Journeys To Work,12,Percent Of Journeys
S92000003,NA,NA,2003,% Train Journeys To Work,2.9,Percent Of Journeys
S92000003,NA,NA,2014,% Cycling Journeys To Work,2.6,Percent Of Journeys
S92000003,NA,NA,2004,% Train Journeys To Work,3.5,Percent Of Journeys
S92000003,NA,NA,1999,% Train Journeys To Work,3,Percent Of Journeys
S92000003,NA,NA,2001,% Train Journeys To Work,2.3,Percent Of Journeys
S92000003,NA,NA,2009,% Cycling Journeys To Work,2.3,Percent Of Journeys
S92000003,NA,NA,2001,% Education Journeys,3,Percent Of Journeys
S92000003,NA,NA,2005,% Education Journeys,3.2,Percent Of Journeys
S92000003,NA,NA,2004,% Education Journeys,3.1,Percent Of Journeys
S92000003,NA,NA,2000,% Commuting Journeys,23.2,Percent Of Journeys
S92000003,NA,NA,2002,% Train Journeys To Work,3.1,Percent Of Journeys
S92000003,NA,NA,2006,% Education Journeys,3.3,Percent Of Journeys
S92000003,NA,NA,2010,% Train Journeys To Work,3.6,Percent Of Journeys
S92000003,NA,NA,2009,% Train Journeys To Work,3.7,Percent Of Journeys
S92000003,NA,NA,2008,% Train Journeys To Work,4.3,Percent Of Journeys
S92000003,NA,NA,2015,% Education Journeys,6.8,Percent Of Journeys
S92000003,NA,NA,2007,% Education Journeys,3.2,Percent Of Journeys
S92000003,NA,NA,1999,% Education Journeys,3,Percent Of Journeys
S92000003,NA,NA,2006,% Train Journeys To Work,3.6,Percent Of Journeys
S92000003,NA,NA,2007,% Train Journeys To Work,3.5,Percent Of Journeys
S92000003,NA,NA,2000,% Train Journeys To Work,2.3,Percent Of Journeys
S92000003,NA,NA,2011,% Train Journeys To Work,3.9,Percent Of Journeys
S92000003,NA,NA,2012,% Train Journeys To Work,4.3,Percent Of Journeys
S92000003,NA,NA,2005,% Train Journeys To Work,3.9,Percent Of Journeys
S92000003,NA,NA,2002,% Commuting Journeys,24.3,Percent Of Journeys
S92000003,NA,NA,2018,% Shopping Journeys,23,Percent Of Journeys
S92000003,NA,NA,2017,% Cycling Journeys To Work,3,Percent Of Journeys
S92000003,NA,NA,2003,% Commuting Journeys,24.9,Percent Of Journeys
S92000003,NA,NA,2017,% Commuting Journeys,24.7,Percent Of Journeys
S92000003,NA,NA,2007,% Cycling Journeys To Work,1.7,Percent Of Journeys
S92000003,NA,NA,2018,% Education Journeys,6,Percent Of Journeys
S92000003,NA,NA,2010,% Cycling Journeys To Work,2.3,Percent Of Journeys
S92000003,NA,NA,2019,% Cycling Journeys To Work,2.7,Percent Of Journeys
S92000003,NA,NA,2017,% Education Journeys,6.6,Percent Of Journeys
S92000003,NA,NA,2019,% Education Journeys,5.6,Percent Of Journeys
S92000003,NA,NA,2011,% Cycling Journeys To Work,2,Percent Of Journeys
S92000003,NA,NA,2000,% Cycling Journeys To Work,1.7,Percent Of Journeys
S92000003,NA,NA,1999,% Cycling Journeys To Work,1.7,Percent Of Journeys
S92000003,NA,NA,2016,% Commuting Journeys,23.4,Percent Of Journeys
S92000003,NA,NA,2002,% Education Journeys,3.3,Percent Of Journeys
S92000003,NA,NA,2009,% Education Journeys,3.6,Percent Of Journeys
S92000003,NA,NA,2008,% Cycling Journeys To Work,2.3,Percent Of Journeys
S92000003,NA,NA,2012,% Cycling Journeys To Work,2,Percent Of Journeys
S92000003,NA,NA,2014,% Commuting Journeys,23,Percent Of Journeys
S92000003,NA,NA,2018,% Cycling Journeys To Work,2.8,Percent Of Journeys
S92000003,NA,NA,2001,% Commuting Journeys,23.9,Percent Of Journeys
S92000003,NA,NA,1999,% Commuting Journeys,22.7,Percent Of Journeys
S92000003,NA,NA,2013,% Walking Journeys To Work,12.9,Percent Of Journeys
S92000003,NA,NA,2014,% Walking Journeys To Work,12.9,Percent Of Journeys
S92000003,NA,NA,2012,% Walking Journeys To Work,13.6,Percent Of Journeys
S92000003,NA,NA,2017,% Walking Journeys To Work,12,Percent Of Journeys
S92000003,NA,NA,2003,% Child Journeys To School By Walking/Cycling,53.5,Percent Of Journeys
S92000003,NA,NA,2015,% Walking Journeys To Work,13.6,Percent Of Journeys
S92000003,NA,NA,2003,% Cycling Journeys To Work,1.8,Percent Of Journeys
S92000003,NA,NA,2002,% Cycling Journeys To Work,1.6,Percent Of Journeys
S92000003,NA,NA,2013,% Cycling Journeys To Work,2.5,Percent Of Journeys
S92000003,NA,NA,2011,% Walking Journeys To Work,12.9,Percent Of Journeys
S92000003,NA,NA,2010,% Walking Journeys To Work,13.4,Percent Of Journeys
S92000003,NA,NA,2015,% Cycling Journeys To Work,2.2,Percent Of Journeys
S92000003,NA,NA,2007,% Walking Journeys To Work,11.9,Percent Of Journeys
S92000003,NA,NA,2000,% Walking Journeys To Work,13.7,Percent Of Journeys
S92000003,NA,NA,2008,% Walking Journeys To Work,12.5,Percent Of Journeys
S92000003,NA,NA,2018,% Business Journeys,2.7,Percent Of Journeys
S92000003,NA,NA,1999,% Walking Journeys To Work,13.7,Percent Of Journeys
S92000003,NA,NA,2001,% Walking Journeys To Work,13.1,Percent Of Journeys
S92000003,NA,NA,2005,% Walking Journeys To Work,12.7,Percent Of Journeys
S92000003,NA,NA,2005,% Child Journeys To School By Walking/Cycling,53.1,Percent Of Journeys
S92000003,NA,NA,2012,% Child Journeys To School By Walking/Cycling,52.2,Percent Of Journeys
S92000003,NA,NA,2018,% Commuting Journeys,24.3,Percent Of Journeys
S92000003,NA,NA,2009,% Walking Journeys To Work,12.9,Percent Of Journeys
S92000003,NA,NA,2006,% Walking Journeys To Work,13.8,Percent Of Journeys
S92000003,NA,NA,2003,% Education Journeys,3.1,Percent Of Journeys
S92000003,NA,NA,2010,% Education Journeys,3.5,Percent Of Journeys
S92000003,NA,NA,2008,% Education Journeys,3.1,Percent Of Journeys
S92000003,NA,NA,2013,% Train Journeys To Work,4,Percent Of Journeys
S92000003,NA,NA,2004,% Cycling Journeys To Work,1.9,Percent Of Journeys
S92000003,NA,NA,1999,% Child Journeys To School By Walking/Cycling,54.6,Percent Of Journeys
S92000003,NA,NA,2017,% Train Journeys To Work,5.1,Percent Of Journeys
S92000003,NA,NA,2013,% Education Journeys,6.4,Percent Of Journeys
S92000003,NA,NA,2000,% Education Journeys,3.1,Percent Of Journeys
S92000003,NA,NA,2016,% Education Journeys,6.6,Percent Of Journeys
S92000003,NA,NA,2012,% Education Journeys,6.2,Percent Of Journeys
S92000003,NA,NA,2014,% Education Journeys,6.6,Percent Of Journeys
S92000003,NA,NA,2016,% Train Journeys To Work,5.2,Percent Of Journeys
S92000003,NA,NA,2015,% Train Journeys To Work,4.4,Percent Of Journeys
S92000003,NA,NA,2008,% Child Journeys To School By Walking/Cycling,50.3,Percent Of Journeys
S92000003,NA,NA,2001,% Cycling Journeys To Work,1.7,Percent Of Journeys
S92000003,NA,NA,2018,% Walking Journeys To Work,11.8,Percent Of Journeys
S92000003,NA,NA,2019,% Walking Journeys To Work,12,Percent Of Journeys
S92000003,NA,NA,2005,% Cycling Journeys To Work,1.6,Percent Of Journeys
S92000003,NA,NA,2006,% Cycling Journeys To Work,2,Percent Of Journeys
S92000003,NA,NA,2014,% Train Journeys To Work,4.2,Percent Of Journeys
S92000003,NA,NA,2019,% Train Journeys To Work,5.4,Percent Of Journeys
S92000003,NA,NA,2018,% Train Journeys To Work,5.5,Percent Of Journeys
S92000003,NA,NA,2016,% Child Journeys To School By Walking/Cycling,53.2,Percent Of Journeys
S92000003,NA,NA,2011,% Child Journeys To School By Walking/Cycling,52,Percent Of Journeys
S92000003,NA,NA,2002,% Child Journeys To School By Walking/Cycling,56.2,Percent Of Journeys
S92000003,NA,NA,2017,% Child Journeys To School By Walking/Cycling,52.4,Percent Of Journeys
S92000003,NA,NA,2010,% Child Journeys To School By Walking/Cycling,51.1,Percent Of Journeys
S92000003,NA,NA,2007,% Child Journeys To School By Walking/Cycling,53.6,Percent Of Journeys
S92000003,NA,NA,2009,% Child Journeys To School By Walking/Cycling,51,Percent Of Journeys
S92000003,NA,NA,2001,% Child Journeys To School By Walking/Cycling,52.4,Percent Of Journeys
S92000003,NA,NA,2000,% Child Journeys To School By Walking/Cycling,54.5,Percent Of Journeys
S92000003,NA,NA,2004,% Child Journeys To School By Walking/Cycling,52.1,Percent Of Journeys
S92000003,NA,NA,2019,% Child Journeys To School By Walking/Cycling,53.7,Percent Of Journeys
S92000003,NA,NA,2006,% Child Journeys To School By Walking/Cycling,52,Percent Of Journeys
S92000003,NA,NA,2014,% Child Journeys To School By Walking/Cycling,52.8,Percent Of Journeys
S92000003,NA,NA,2013,% Child Journeys To School By Walking/Cycling,52.9,Percent Of Journeys
S92000003,NA,NA,2015,% Child Journeys To School By Walking/Cycling,50,Percent Of Journeys
S92000003,NA,NA,2010,% Commuting Journeys,26.5,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2019,% Walking Journeys To Work,2,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2017,% Business Journeys,1.3,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2007,% Business Journeys,1,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2018,% Business Journeys,0,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2015,% Child Journeys To School By Walking/Cycling,51.1,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2018,% Bus Journeys To Work,6,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2009,% Walking Journeys To Work,8.1,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2005,% Business Journeys,6,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,1999,% Business Journeys,5.1,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2009,% Business Journeys,0.7,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2015,% Business Journeys,6,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2012,% Business Journeys,1.3,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2001,% Business Journeys,2.2,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2007,% Walking Journeys To Work,8.3,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2016,% Business Journeys,4.2,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2003,% Business Journeys,2.4,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2018,% Shopping Journeys,30,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2019,% Commuting Journeys,16,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2017,% Bus Journeys To Work,1.8,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2009,% Commuting Journeys,25.3,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2012,% Commuting Journeys,21.9,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2017,% Commuting Journeys,36.2,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2018,% Walking Journeys To Work,7,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2014,% Shopping Journeys,23.9,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2016,% Shopping Journeys,26.4,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2013,% Shopping Journeys,23.5,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2017,% Train Journeys To Work,0.5,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2018,% Train Journeys To Work,0,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,1999,% Cycling Journeys To Work,1.9,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2013,% Walking Journeys To Work,10.9,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2001,% Commuting Journeys,22.7,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2005,% Commuting Journeys,23,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2007,% Commuting Journeys,23.9,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2016,% Walking Journeys To Work,8.5,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2016,% Child Journeys To School By Walking/Cycling,51.7,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2003,% Commuting Journeys,21.8,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2017,% Walking Journeys To Work,5.9,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2015,% Walking Journeys To Work,7.6,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,1999,% Commuting Journeys,18.6,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2015,% Commuting Journeys,24.2,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2014,% Commuting Journeys,21,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2014,% Walking Journeys To Work,6.9,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2003,% Bus Journeys To Work,4.9,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2005,% Health Journeys,2,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2001,% Bus Journeys To Work,8,Percent Of Journeys
S12000005,Clackmannanshire,Local Authority,2009,% Health Journeys,2.4,Percent Of Journeys
